DATE,WND_direction,WND_dQC,WND_type,WND_speed,WND_speedQC
2015-10-02 10:54:00,60,5,N,26,5
2015-10-02 13:54:00,40,5,N,26,5
2015-10-02 18:54:00,60,5,N,31,5
2015-10-02 19:54:00,60,5,N,26,5
2015-10-02 23:54:00,60,5,N,46,5
2015-10-03 01:54:00,100,5,N,46,5
2015-10-03 02:06:00,40,5,N,41,5
2015-10-03 02:20:00,60,5,N,36,5
2015-10-03 02:54:00,80,5,N,57,5
2015-10-03 03:54:00,60,5,N,51,5
2015-10-03 04:54:00,30,5,N,36,5
2015-10-03 05:22:00,110,5,N,41,5
2015-10-03 05:54:00,90,5,N,41,5
2015-10-03 06:54:00,10,5,N,36,5
2015-10-03 10:54:00,30,5,N,21,5
2015-10-03 16:52:00,80,5,N,15,5
2015-10-03 16:54:00,80,5,N,15,5
2015-10-03 17:52:00,20,5,N,21,5
2015-10-03 17:54:00,340,5,N,26,5
2015-10-03 18:01:00,300,5,N,21,5
2015-10-03 18:21:00,260,5,N,36,5
2015-10-03 18:54:00,220,5,N,15,5
2015-10-03 19:01:00,220,5,N,15,5
2015-10-03 19:08:00,210,5,N,15,5
2015-10-03 20:20:00,220,5,N,26,5
2015-10-03 20:54:00,330,5,N,21,5
2015-10-03 23:22:00,330,5,N,21,5
2015-10-04 00:54:00,350,5,N,26,5
2015-10-04 01:54:00,340,5,N,51,5
2015-10-04 02:54:00,350,5,N,31,5
2015-10-04 03:54:00,350,5,N,62,5
2015-10-04 04:54:00,360,5,N,57,5
2015-10-04 05:54:00,350,5,N,57,5
2015-10-04 06:54:00,340,5,N,51,5
2015-10-04 18:52:00,340,5,N,26,5
2015-10-04 18:54:00,340,5,N,26,5
2015-10-04 19:10:00,330,5,N,31,5
2015-10-04 23:54:00,290,5,N,57,5
2015-10-05 04:54:00,280,5,N,77,5
2015-10-05 05:29:00,280,5,N,77,5
2015-10-05 05:54:00,290,5,N,77,5
2015-10-05 06:02:00,300,5,N,57,5
2015-10-05 07:54:00,300,5,N,67,5
2015-10-05 08:54:00,300,5,N,77,5
2015-10-05 10:54:00,300,5,N,46,5
2015-10-05 11:54:00,310,5,N,67,5
2015-10-05 12:54:00,310,5,N,57,5
2015-10-05 13:08:00,300,5,N,51,5
2015-10-05 13:33:00,300,5,N,62,5
2015-10-05 13:54:00,300,5,N,57,5
2015-10-05 14:06:00,300,5,N,57,5
2015-10-05 15:39:00,290,5,N,67,5
2015-10-05 16:54:00,280,5,N,62,5
2015-10-05 20:54:00,280,5,N,57,5
2015-10-05 21:54:00,280,5,N,67,5
2015-10-05 23:54:00,270,5,N,77,5
2015-10-06 00:54:00,260,5,N,67,5
2015-10-06 01:54:00,280,5,N,62,5
2015-10-06 02:12:00,280,5,N,77,5
2015-10-06 02:19:00,270,5,N,72,5
2015-10-06 02:27:00,270,5,N,72,5
2015-10-06 02:31:00,260,5,N,62,5
2015-10-06 02:41:00,250,5,N,46,5
2015-10-06 02:52:00,260,5,N,51,5
2015-10-06 02:54:00,260,5,N,57,5
2015-10-06 03:01:00,260,5,N,57,5
2015-10-06 03:13:00,240,5,N,57,5
2015-10-06 03:49:00,240,5,N,57,5
2015-10-06 03:54:00,250,5,N,67,5
2015-10-06 04:54:00,260,5,N,88,5
2015-10-06 05:05:00,250,5,N,77,5
2015-10-06 05:28:00,250,5,N,82,5
2015-10-06 05:54:00,260,5,N,82,5
2015-10-06 06:09:00,270,5,N,82,5
2015-10-06 07:54:00,270,5,N,46,5
2015-10-06 09:54:00,240,5,N,36,5
2015-10-06 14:22:00,260,5,N,41,5
2015-10-06 14:50:00,250,5,N,62,5
2015-10-06 14:54:00,240,5,N,46,5
2015-10-06 17:54:00,250,5,N,41,5
2015-10-06 19:54:00,260,5,N,46,5
2015-10-06 21:54:00,250,5,N,41,5
2015-10-07 02:04:00,280,5,N,62,5
2015-10-07 02:52:00,270,5,N,72,5
2015-10-07 02:54:00,270,5,N,67,5
2015-10-07 06:54:00,270,5,N,62,5
2015-10-07 11:28:00,290,5,N,57,5
2015-10-07 11:54:00,290,5,N,36,5
2015-10-07 17:52:00,240,5,N,15,5
2015-10-07 17:54:00,250,5,N,21,5
2015-10-07 18:02:00,250,5,N,21,5
2015-10-07 18:14:00,250,5,N,21,5
2015-10-07 18:22:00,260,5,N,21,5
2015-10-07 18:54:00,270,5,N,15,5
2015-10-07 19:49:00,280,5,N,21,5
2015-10-07 21:54:00,270,5,N,26,5
2015-10-08 00:49:00,290,5,N,36,5
2015-10-08 00:54:00,280,5,N,41,5
2015-10-08 02:54:00,280,5,N,62,5
2015-10-08 03:54:00,280,5,N,57,5
2015-10-08 04:54:00,300,5,N,62,5
2015-10-08 05:54:00,280,5,N,51,5
2015-10-08 06:54:00,280,5,N,46,5
2015-10-08 07:54:00,290,5,N,41,5
2015-10-08 08:54:00,250,5,N,31,5
2015-10-08 09:54:00,280,5,N,26,5
2015-10-08 14:24:00,10,5,N,21,5
2015-10-08 22:54:00,70,5,N,15,5
2015-10-08 23:15:00,50,5,N,26,5
2015-10-09 00:54:00,160,5,N,21,5
2015-10-09 01:35:00,90,5,N,36,5
2015-10-09 02:08:00,360,5,V,36,5
2015-10-09 03:52:00,180,5,N,21,5
2015-10-09 03:54:00,140,5,N,26,5
2015-10-09 04:46:00,70,5,N,21,5
2015-10-09 04:54:00,70,5,N,26,5
2015-10-09 05:28:00,90,5,N,31,5
2015-10-09 05:54:00,100,5,N,21,5
2015-10-09 06:04:00,90,5,N,31,5
2015-10-09 06:51:00,120,5,N,21,5
2015-10-09 06:54:00,110,5,N,26,5
2015-10-09 07:12:00,120,5,N,15,5
2015-10-09 07:54:00,90,5,N,21,5
2015-10-09 08:54:00,90,5,N,15,5
2015-10-11 06:52:00,310,5,N,51,5
2015-10-11 06:54:00,320,5,N,51,5
2015-10-11 07:16:00,320,5,N,57,5
2015-10-11 07:30:00,320,5,N,77,5
2015-10-11 07:40:00,310,5,N,62,5
2015-10-11 08:54:00,320,5,N,72,5
2015-10-11 09:54:00,320,5,N,57,5
2015-10-11 11:54:00,320,5,N,67,5
2015-10-11 13:54:00,310,5,N,62,5
2015-10-11 15:24:00,30,5,N,72,5
2015-10-11 15:34:00,20,5,N,82,5
2015-10-11 15:54:00,360,5,N,41,5
2015-10-11 16:54:00,10,5,N,36,5
2015-10-11 17:50:00,300,5,N,21,5
2015-10-11 17:54:00,320,5,N,15,5
2015-10-11 19:54:00,320,5,N,36,5
2015-10-11 21:51:00,330,5,N,26,5
2015-10-11 21:54:00,330,5,N,26,5
2015-10-11 22:54:00,310,5,N,46,5
2015-10-11 23:52:00,310,5,N,57,5
2015-10-11 23:54:00,310,5,N,62,5
2015-10-12 00:54:00,320,5,N,51,5
2015-10-12 01:52:00,320,5,N,51,5
2015-10-12 01:54:00,320,5,N,51,5
2015-10-12 02:33:00,320,5,N,46,5
2015-10-12 02:54:00,320,5,N,46,5
2015-10-12 03:54:00,300,5,N,41,5
2015-10-12 04:54:00,320,5,N,46,5
2015-10-12 05:28:00,320,5,N,31,5
2015-10-12 05:52:00,330,5,N,31,5
2015-10-12 05:54:00,330,5,N,31,5
2015-10-12 08:52:00,350,5,N,26,5
2015-10-12 08:54:00,350,5,N,26,5
2015-10-12 09:17:00,350,5,N,26,5
2015-10-12 10:54:00,310,5,N,21,5
2015-10-12 11:15:00,360,5,N,46,5
2015-10-12 11:25:00,310,5,N,26,5
2015-10-12 11:41:00,250,5,N,21,5
2015-10-12 11:54:00,260,5,N,21,5
2015-10-12 12:40:00,230,5,N,26,5
2015-10-12 13:05:00,240,5,N,15,5
2015-10-12 13:52:00,320,5,N,41,5
2015-10-12 13:54:00,320,5,N,46,5
2015-10-12 14:54:00,300,5,N,46,5
2015-10-12 15:30:00,280,5,N,46,5
2015-10-12 15:37:00,290,5,N,57,5
2015-10-12 15:52:00,280,5,N,51,5
2015-10-12 15:54:00,290,5,N,46,5
2015-10-12 16:54:00,240,5,N,31,5
2015-10-12 21:54:00,130,5,N,21,5
2015-10-12 22:26:00,170,5,N,15,5
2015-10-12 23:02:00,80,5,N,15,5
2015-10-12 23:25:00,300,5,N,15,5
2015-10-12 23:29:00,280,5,N,26,5
2015-10-13 00:33:00,200,5,N,15,5
2015-10-13 00:40:00,180,5,N,15,5
2015-10-13 00:54:00,220,5,N,26,5
2015-10-13 01:14:00,220,5,N,31,5
2015-10-13 01:21:00,210,5,N,41,5
2015-10-13 01:50:00,240,5,N,36,5
2015-10-13 01:54:00,240,5,N,36,5
2015-10-13 02:54:00,210,5,N,51,5
2015-10-13 05:54:00,200,5,N,46,5
2015-10-13 07:38:00,200,5,N,26,5
2015-10-13 07:54:00,170,5,N,15,5
2015-10-13 08:54:00,180,5,N,15,5
2015-10-13 22:54:00,170,5,N,51,5
2015-10-13 23:54:00,170,5,N,36,5
2015-10-14 01:37:00,170,5,N,31,5
2015-10-14 01:54:00,180,5,N,36,5
2015-10-14 02:20:00,190,5,N,36,5
2015-10-14 02:54:00,210,5,N,67,5
2015-10-14 20:46:00,250,5,N,15,5
2015-10-14 20:54:00,240,5,N,15,5
2015-10-14 21:52:00,290,5,N,31,5
2015-10-14 21:54:00,300,5,N,36,5
2015-10-14 22:08:00,290,5,N,41,5
2015-10-15 03:30:00,300,5,N,57,5
2015-10-15 05:21:00,280,5,N,57,5
2015-10-15 05:54:00,280,5,N,67,5
2015-10-15 07:54:00,300,5,N,62,5
2015-10-15 08:52:00,290,5,N,51,5
2015-10-15 08:54:00,290,5,N,51,5
2015-10-15 09:28:00,290,5,N,57,5
2015-10-15 09:41:00,280,5,N,57,5
2015-10-15 09:54:00,290,5,N,57,5
2015-10-15 10:54:00,300,5,N,62,5
2015-10-15 11:17:00,290,5,N,57,5
2015-10-15 11:47:00,290,5,N,57,5
2015-10-15 11:54:00,290,5,N,77,5
2015-10-15 12:54:00,300,5,N,67,5
2015-10-15 13:25:00,280,5,N,46,5
2015-10-15 14:46:00,290,5,N,82,5
2015-10-15 14:54:00,290,5,N,72,5
2015-10-15 16:54:00,280,5,N,82,5
2015-10-15 17:13:00,280,5,N,88,5
2015-10-15 17:24:00,270,5,N,88,5
2015-10-15 17:32:00,280,5,N,77,5
2015-10-15 17:54:00,290,5,N,88,5
2015-10-15 18:54:00,280,5,N,88,5
2015-10-15 19:33:00,280,5,N,98,5
2015-10-15 19:54:00,270,5,N,98,5
2015-10-15 20:54:00,270,5,N,93,5
2015-10-15 21:34:00,270,5,N,108,5
2015-10-15 21:52:00,280,5,N,103,5
2015-10-15 21:54:00,280,5,N,108,5
2015-10-15 22:09:00,270,5,N,88,5
2015-10-15 22:54:00,280,5,N,103,5
2015-10-15 23:01:00,280,5,N,103,5
2015-10-15 23:11:00,270,5,N,98,5
2015-10-15 23:19:00,270,5,N,98,5
2015-10-15 23:47:00,280,5,N,113,5
2015-10-15 23:52:00,280,5,N,108,5
2015-10-16 00:10:00,260,5,N,118,5
2015-10-16 00:54:00,270,5,N,154,5
2015-10-16 01:54:00,270,5,N,124,5
2015-10-16 02:50:00,280,5,N,129,5
2015-10-16 02:54:00,280,5,N,129,5
2015-10-16 03:03:00,280,5,N,134,5
2015-10-16 03:33:00,270,5,N,103,5
2015-10-16 04:28:00,260,5,N,124,5
2015-10-16 04:54:00,260,5,N,113,5
2015-10-16 05:02:00,260,5,N,103,5
2015-10-16 05:19:00,270,5,N,129,5
2015-10-16 05:47:00,260,5,N,129,5
2015-10-16 06:54:00,250,5,N,93,5
2015-10-16 07:16:00,260,5,N,98,5
2015-10-16 07:54:00,250,5,N,82,5
2015-10-16 08:52:00,260,5,N,98,5
2015-10-16 08:54:00,250,5,N,103,5
2015-10-16 09:52:00,240,5,N,108,5
2015-10-16 09:54:00,240,5,N,103,5
2015-10-16 10:54:00,240,5,N,98,5
2015-10-16 11:54:00,230,5,N,93,5
2015-10-16 12:54:00,220,5,N,77,5
2015-10-16 13:52:00,230,5,N,67,5
2015-10-16 13:54:00,230,5,N,98,5
2015-10-16 14:22:00,240,5,N,108,5
2015-10-16 14:37:00,240,5,N,108,5
2015-10-16 14:54:00,230,5,N,77,5
2015-10-16 15:19:00,240,5,N,82,5
2015-10-16 15:35:00,240,5,N,118,5
2015-10-16 15:54:00,240,5,N,77,5
2015-10-16 16:23:00,230,5,N,67,5
2015-10-16 16:54:00,220,5,N,77,5
2015-10-16 17:42:00,230,5,N,82,5
2015-10-16 17:49:00,230,5,N,57,5
2015-10-16 17:52:00,220,5,N,51,5
2015-10-16 17:54:00,210,5,N,36,5
2015-10-16 18:41:00,230,5,N,51,5
2015-10-16 18:48:00,240,5,N,103,5
2015-10-16 18:52:00,230,5,N,77,5
2015-10-16 18:54:00,230,5,N,88,5
2015-10-16 19:30:00,260,5,N,124,5
2015-10-16 19:37:00,240,5,N,77,5
2015-10-16 19:54:00,220,5,N,41,5
2015-10-16 20:54:00,200,5,N,36,5
2015-10-16 21:31:00,220,5,N,82,5
2015-10-16 21:52:00,230,5,N,82,5
2015-10-16 21:54:00,230,5,N,88,5
2015-10-16 22:34:00,230,5,N,62,5
2015-10-16 22:54:00,210,5,N,62,5
2015-10-16 23:32:00,220,5,N,41,5
2015-10-16 23:37:00,240,5,N,36,5
2015-10-16 23:52:00,230,5,N,51,5
2015-10-17 00:28:00,240,5,N,72,5
2015-10-17 00:42:00,250,5,N,67,5
2015-10-17 00:54:00,250,5,N,67,5
2015-10-17 01:26:00,210,5,N,36,5
2015-10-17 02:54:00,220,5,N,46,5
2015-10-17 03:54:00,180,5,N,26,5
2015-10-17 04:54:00,200,5,N,57,5
2015-10-17 05:54:00,250,5,N,62,5
2015-10-17 06:26:00,220,5,N,51,5
2015-10-17 06:54:00,210,5,N,57,5
2015-10-17 07:54:00,210,5,N,36,5
2015-10-17 08:26:00,220,5,N,62,5
2015-10-17 08:33:00,210,5,N,46,5
2015-10-17 08:54:00,190,5,N,36,5
2015-10-17 09:21:00,210,5,N,31,5
2015-10-17 09:54:00,220,5,N,67,5
2015-10-17 10:54:00,180,5,N,21,5
2015-10-17 11:22:00,190,5,N,21,5
2015-10-17 11:52:00,190,5,N,41,5
2015-10-17 11:54:00,180,5,N,51,5
2015-10-17 12:35:00,210,5,N,57,5
2015-10-17 12:39:00,220,5,N,67,5
2015-10-17 12:45:00,200,5,N,36,5
2015-10-17 12:48:00,200,5,N,46,5
2015-10-17 12:52:00,200,5,N,51,5
2015-10-17 12:54:00,200,5,N,46,5
2015-10-17 13:27:00,200,5,N,31,5
2015-10-17 13:54:00,190,5,N,21,5
2015-10-17 14:52:00,190,5,N,36,5
2015-10-17 14:54:00,180,5,N,26,5
2015-10-17 15:51:00,180,5,N,26,5
2015-10-17 15:54:00,180,5,N,31,5
2015-10-17 17:54:00,200,5,N,26,5
2015-10-17 18:54:00,190,5,N,31,5
2015-10-17 21:54:00,190,5,N,36,5
2015-10-17 22:54:00,190,5,N,41,5
2015-10-17 23:23:00,220,5,N,67,5
2015-10-18 00:33:00,250,5,N,93,5
2015-10-18 00:37:00,260,5,N,51,5
2015-10-18 00:38:00,260,5,N,51,5
2015-10-18 00:50:00,250,5,N,21,5
2015-10-18 00:54:00,240,5,N,21,5
2015-10-18 01:47:00,190,5,N,21,5
2015-10-18 01:54:00,170,5,N,21,5
2015-10-18 02:35:00,240,5,N,31,5
2015-10-18 02:54:00,220,5,N,36,5
2015-10-18 03:54:00,250,5,N,51,5
2015-10-18 04:54:00,220,5,N,36,5
2015-10-18 05:54:00,220,5,N,46,5
2015-10-18 06:54:00,200,5,N,62,5
2015-10-18 07:54:00,220,5,N,31,5
2015-10-18 08:54:00,230,5,N,31,5
2015-10-18 09:54:00,230,5,N,31,5
2015-10-18 13:54:00,190,5,N,21,5
2015-10-18 14:45:00,230,5,N,36,5
2015-10-18 14:52:00,200,5,N,36,5
2015-10-18 14:54:00,200,5,N,21,5
2015-10-18 15:54:00,180,5,N,15,5
2015-10-18 16:30:00,170,5,N,15,5
2015-10-18 17:54:00,220,5,N,15,5
2015-10-18 19:52:00,230,5,N,15,5
2015-10-18 22:54:00,210,5,N,21,5
2015-10-19 00:54:00,230,5,N,41,5
2015-10-19 01:54:00,290,5,N,41,5
2015-10-19 02:42:00,290,5,N,51,5
2015-10-19 05:52:00,240,5,N,57,5
2015-10-19 05:54:00,240,5,N,62,5
2015-10-19 06:54:00,250,5,N,46,5
2015-10-19 07:54:00,250,5,N,26,5
2015-10-19 18:54:00,200,5,N,15,5
2015-10-19 19:54:00,200,5,N,15,5
2015-10-19 22:52:00,210,5,N,26,5
2015-10-19 22:54:00,200,5,N,31,5
2015-10-19 23:02:00,200,5,N,41,5
2015-10-19 23:31:00,200,5,N,46,5
2015-10-20 00:34:00,220,5,N,46,5
2015-10-20 00:54:00,220,5,N,31,5
2015-10-20 01:54:00,270,5,N,51,5
2015-10-20 02:34:00,240,5,N,31,5
2015-10-20 02:54:00,210,5,N,36,5
2015-10-20 03:54:00,220,5,N,46,5
2015-10-20 04:52:00,240,5,N,46,5
2015-10-20 04:54:00,230,5,N,36,5
2015-10-20 05:34:00,290,5,N,103,5
2015-10-20 05:52:00,270,5,N,62,5
2015-10-20 05:54:00,270,5,N,57,5
2015-10-20 06:27:00,210,5,N,26,5
2015-10-20 07:43:00,260,5,N,62,5
2015-10-20 07:52:00,230,5,N,36,5
2015-10-20 07:54:00,230,5,N,31,5
2015-10-20 08:54:00,140,5,N,15,5
2015-10-20 10:52:00,230,5,N,31,5
2015-10-20 10:54:00,190,5,N,26,5
2015-10-20 10:58:00,200,5,N,26,5
2015-10-20 16:54:00,160,5,N,15,5
2015-10-20 20:54:00,200,5,N,21,5
2015-10-20 23:22:00,220,5,N,51,5
2015-10-21 01:50:00,210,5,N,36,5
2015-10-21 02:54:00,230,5,N,46,5
2015-10-21 04:52:00,210,5,N,57,5
2015-10-21 04:54:00,210,5,N,51,5
2015-10-21 05:13:00,220,5,N,31,5
2015-10-21 05:38:00,220,5,N,41,5
2015-10-21 05:45:00,220,5,N,46,5
2015-10-21 05:52:00,220,5,N,46,5
2015-10-21 05:54:00,220,5,N,31,5
2015-10-21 08:52:00,230,5,N,26,5
2015-10-21 08:54:00,220,5,N,26,5
2015-10-21 09:52:00,180,5,N,21,5
2015-10-21 09:54:00,180,5,N,15,5
2015-10-21 10:54:00,240,5,N,15,5
2015-10-21 11:49:00,280,5,N,26,5
2015-10-21 11:54:00,270,5,N,21,5
2015-10-23 02:54:00,140,5,N,26,5
2015-10-23 05:54:00,170,5,N,21,5
2015-10-24 10:54:00,310,5,N,21,5
2015-10-24 14:52:00,350,5,N,36,5
2015-10-24 14:59:00,290,5,N,51,5
2015-10-24 15:34:00,280,5,N,21,5
2015-10-24 21:52:00,270,5,N,26,5
2015-10-24 21:54:00,280,5,N,26,5
2015-10-25 00:52:00,340,5,N,31,5
2015-10-25 00:54:00,330,5,N,31,5
2015-10-25 01:52:00,330,5,N,41,5
2015-10-25 01:54:00,340,5,N,41,5
2015-10-25 02:54:00,350,5,N,46,5
2015-10-25 03:54:00,350,5,N,31,5
2015-10-25 05:54:00,50,5,N,26,5
2015-10-25 06:54:00,40,5,N,15,5
2015-10-25 12:54:00,40,5,N,15,5
2015-10-25 17:54:00,60,5,N,21,5
2015-10-25 22:54:00,120,5,N,26,5
2015-10-26 05:54:00,130,5,N,26,5
2015-10-26 06:54:00,110,5,N,26,5
2015-10-26 07:12:00,130,5,N,21,5
2015-10-26 07:54:00,130,5,N,15,5
2015-10-26 08:54:00,90,5,N,15,5
2015-10-26 11:54:00,40,5,N,15,5
2015-10-26 12:13:00,60,5,N,15,5
2015-10-26 15:54:00,80,5,N,15,5
2015-10-26 16:54:00,40,5,N,15,5
2015-10-26 17:54:00,80,5,N,21,5
2015-10-27 00:54:00,100,5,N,51,5
2015-10-27 01:54:00,90,5,N,46,5
2015-10-27 02:14:00,90,5,N,51,5
2015-10-27 11:19:00,90,5,N,36,5
2015-10-27 15:54:00,80,5,N,31,5
2015-10-27 21:54:00,50,5,N,41,5
2015-10-27 23:54:00,80,5,N,72,5
2015-10-28 00:54:00,90,5,N,67,5
2015-10-28 01:54:00,60,5,N,62,5
2015-10-28 02:54:00,60,5,N,67,5
2015-10-28 03:11:00,50,5,N,57,5
2015-10-28 03:54:00,70,5,N,72,5
2015-10-28 05:33:00,80,5,N,57,5
2015-10-28 05:54:00,70,5,N,62,5
2015-10-28 06:31:00,50,5,N,67,5
2015-10-28 08:54:00,90,5,N,46,5
2015-10-28 13:54:00,60,5,N,26,5
2015-10-28 15:54:00,80,5,N,31,5
2015-10-28 20:36:00,100,5,N,41,5
2015-10-28 20:54:00,90,5,N,26,5
2015-10-28 21:54:00,70,5,N,41,5
2015-10-28 22:54:00,70,5,N,62,5
2015-10-28 23:54:00,80,5,N,57,5
2015-10-29 01:54:00,80,5,N,51,5
2015-10-29 11:54:00,70,5,N,57,5
2015-10-29 12:54:00,80,5,N,51,5
2015-10-29 13:41:00,100,5,N,72,5
2015-10-29 13:52:00,100,5,N,46,5
2015-10-29 13:54:00,100,5,N,46,5
2015-10-29 14:54:00,70,5,N,46,5
2015-10-29 15:36:00,60,5,N,51,5
2015-10-29 15:54:00,90,5,N,62,5
2015-10-29 18:54:00,70,5,N,51,5
2015-10-29 19:54:00,80,5,N,67,5
2015-10-29 20:54:00,80,5,N,62,5
2015-10-29 23:54:00,60,5,N,57,5
2015-10-30 01:54:00,70,5,N,93,5
2015-10-30 06:54:00,70,5,N,67,5
2015-10-30 07:54:00,80,5,N,57,5
2015-10-30 08:54:00,80,5,N,46,5
2015-10-30 09:54:00,70,5,N,51,5
2015-10-30 11:54:00,70,5,N,51,5
2015-10-30 18:54:00,60,5,N,46,5
2015-10-30 19:54:00,80,5,N,41,5
2015-10-30 21:54:00,80,5,N,41,5
2015-10-31 02:54:00,80,5,N,72,5
2015-10-31 08:54:00,70,5,N,41,5
2015-10-31 11:54:00,60,5,N,36,5
2015-11-01 01:52:00,100,5,N,51,5
2015-11-01 01:56:00,110,5,N,62,5
2015-11-01 04:54:00,80,5,N,67,5
2015-11-01 14:54:00,80,5,N,41,5
2015-11-01 15:18:00,80,5,N,62,5
2015-11-01 16:16:00,90,5,N,46,5
2015-11-01 17:26:00,80,5,N,41,5
2015-11-01 21:54:00,100,5,N,41,5
2015-11-01 23:22:00,80,5,N,72,5
2015-11-02 01:54:00,90,5,N,77,5
2015-11-02 03:54:00,90,5,N,67,5
2015-11-02 11:54:00,80,5,N,46,5
2015-11-02 12:54:00,70,5,N,57,5
2015-11-02 13:23:00,70,5,N,41,5
2015-11-02 16:54:00,90,5,N,41,5
2015-11-02 17:41:00,60,5,N,26,5
2015-11-02 17:52:00,70,5,N,21,5
2015-11-02 17:54:00,80,5,N,26,5
2015-11-02 18:54:00,80,5,N,31,5
2015-11-02 19:54:00,80,5,N,26,5
2015-11-02 20:54:00,70,5,N,26,5
2015-11-02 23:06:00,90,5,N,57,5
2015-11-03 00:13:00,90,5,N,67,5
2015-11-03 00:26:00,80,5,N,77,5
2015-11-03 00:38:00,80,5,N,67,5
2015-11-03 00:54:00,90,5,N,67,5
2015-11-03 01:54:00,100,5,N,67,5
2015-11-03 05:54:00,60,5,N,62,5
2015-11-03 12:54:00,70,5,N,36,5
2015-11-04 00:54:00,80,5,N,67,5
2015-11-04 01:35:00,70,5,N,77,5
2015-11-04 02:54:00,80,5,N,82,5
2015-11-04 04:54:00,80,5,N,88,5
2015-11-04 06:54:00,70,5,N,57,5
2015-11-04 13:54:00,80,5,N,46,5
2015-11-04 16:54:00,80,5,N,36,5
2015-11-04 20:54:00,80,5,N,26,5
2015-11-04 23:10:00,70,5,N,51,5
2015-11-05 00:17:00,80,5,N,51,5
2015-11-05 01:54:00,90,5,N,57,5
2015-11-05 03:54:00,90,5,N,51,5
2015-11-05 05:33:00,70,5,N,62,5
2015-11-05 19:54:00,70,5,N,15,5
2015-11-05 22:18:00,80,5,N,51,5
2015-11-05 22:50:00,90,5,N,57,5
2015-11-05 22:54:00,90,5,N,51,5
2015-11-05 23:01:00,80,5,N,51,5
2015-11-05 23:52:00,100,5,N,62,5
2015-11-06 00:41:00,90,5,N,51,5
2015-11-06 00:54:00,90,5,N,67,5
2015-11-06 01:36:00,80,5,N,51,5
2015-11-06 01:54:00,110,5,N,57,5
2015-11-06 03:54:00,70,5,N,57,5
2015-11-06 05:54:00,90,5,N,57,5
2015-11-06 07:54:00,80,5,N,36,5
2015-11-06 23:54:00,70,5,N,41,5
2015-11-07 00:54:00,70,5,N,51,5
2015-11-07 01:54:00,60,5,N,57,5
2015-11-07 02:54:00,80,5,N,57,5
2015-11-07 03:52:00,80,5,N,46,5
2015-11-07 03:54:00,90,5,N,46,5
2015-11-07 23:54:00,80,5,N,62,5
2015-11-08 01:54:00,80,5,N,51,5
2015-11-08 03:54:00,70,5,N,67,5
2015-11-08 11:54:00,70,5,N,31,5
2015-11-08 14:54:00,70,5,N,62,5
2015-11-08 15:54:00,110,5,N,21,5
2015-11-08 16:52:00,100,5,N,36,5
2015-11-08 16:54:00,90,5,N,31,5
2015-11-08 17:54:00,70,5,N,21,5
2015-11-08 18:52:00,10,5,N,21,5
2015-11-08 18:54:00,20,5,N,21,5
2015-11-08 21:54:00,20,5,N,31,5
2015-11-08 22:19:00,70,5,N,36,5
2015-11-08 22:23:00,50,5,N,26,5
2015-11-08 22:54:00,90,5,N,57,5
2015-11-09 06:58:00,80,5,N,51,5
2015-11-09 17:54:00,50,5,N,26,5
2015-11-10 00:54:00,80,5,N,62,5
2015-11-10 02:54:00,90,5,N,51,5
2015-11-10 07:54:00,60,5,N,88,5
2015-11-10 08:54:00,50,5,N,26,5
2015-11-10 09:54:00,60,5,N,41,5
2015-11-10 13:36:00,80,5,N,26,5
2015-11-10 13:54:00,80,5,N,21,5
2015-11-10 16:54:00,60,5,N,26,5
2015-11-10 21:54:00,60,5,N,31,5
2015-11-10 23:54:00,60,5,N,57,5
2015-11-11 00:52:00,60,5,N,57,5
2015-11-11 00:54:00,70,5,N,57,5
2015-11-11 01:18:00,60,5,N,57,5
2015-11-11 01:43:00,40,5,N,62,5
2015-11-11 02:54:00,60,5,N,62,5
2015-11-11 03:54:00,70,5,N,98,5
2015-11-11 04:54:00,50,5,N,51,5
2015-11-11 05:54:00,50,5,N,67,5
2015-11-11 06:51:00,140,5,N,62,5
2015-11-11 06:54:00,130,5,N,62,5
2015-11-11 07:16:00,80,5,N,31,5
2015-11-11 13:54:00,80,5,N,26,5
2015-11-11 14:52:00,100,5,N,41,5
2015-11-11 14:54:00,100,5,N,41,5
2015-11-11 15:54:00,100,5,N,46,5
2015-11-11 17:54:00,90,5,N,15,5
2015-11-11 18:52:00,100,5,N,31,5
2015-11-11 18:54:00,90,5,N,31,5
2015-11-11 20:54:00,80,5,N,31,5
2015-11-11 21:54:00,80,5,N,36,5
2015-11-11 23:13:00,70,5,N,51,5
2015-11-11 23:30:00,80,5,N,57,5
2015-11-11 23:54:00,90,5,N,57,5
2015-11-12 00:54:00,70,5,N,67,5
2015-11-12 01:54:00,90,5,N,62,5
2015-11-12 02:45:00,70,5,N,62,5
2015-11-12 02:54:00,80,5,N,67,5
2015-11-12 03:54:00,90,5,N,57,5
2015-11-12 23:54:00,90,5,N,57,5
2015-11-13 01:54:00,80,5,N,62,5
2015-11-13 02:54:00,80,5,N,57,5
2015-11-13 03:11:00,80,5,N,57,5
2015-11-13 03:24:00,80,5,V,62,5
2015-11-13 03:32:00,90,5,N,77,5
2015-11-13 04:54:00,90,5,N,72,5
2015-11-13 09:54:00,50,5,N,26,5
2015-11-13 10:54:00,40,5,N,31,5
2015-11-13 11:54:00,50,5,N,31,5
2015-11-13 12:27:00,70,5,N,62,5
2015-11-13 12:54:00,50,5,N,51,5
