,DATE,CALL_SIGN,WND_direction,WND_dQC,WND_type,WND_speed,WND_speedQC,SKY_ceiling,SKY_ceilingQC,SKY_ceilingDC,SKY_CAVOK,VIS_distance,VIS_distanceQC,VIS_variability,VIS_variabilityQC,AIR_temp,AIR_tempQC,DEW_temp,DEW_tempQC,SLP_pressure,SLP_pressureQC
36,2015-01-02T00:28:00,PGUM ,050,5,N,0072,5,00884,5,M,N,016093,5,N,5,+0300,5,+0250,5,+0250,5
37,2015-01-02T00:36:00,PGUM ,060,5,N,0093,5,22000,5,C,N,016093,5,N,5,+0300,5,+0240,5,+0240,5
38,2015-01-02T00:54:00,PGUM ,050,5,N,0093,5,01280,5,M,N,014484,5,N,5,+0294,5,+0244,5,+0244,5
39,2015-01-02T01:54:00,PGUM ,050,5,N,0093,5,01280,5,M,N,016093,5,N,5,+0306,5,+0239,5,+0239,5
40,2015-01-02T02:54:00,PGUM ,060,5,N,0103,5,01280,5,M,N,016093,5,N,5,+0311,5,+0239,5,+0239,5
41,2015-01-02T03:54:00,PGUM ,070,5,N,0077,5,22000,5,C,N,016093,5,N,5,+0311,5,+0233,5,+0233,5
42,2015-01-02T04:54:00,PGUM ,050,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0306,5,+0233,5,+0233,5
43,2015-01-02T05:54:00,PGUM ,050,5,N,0082,5,03048,5,M,N,016093,5,N,5,+0300,5,+0239,5,+0239,5
45,2015-01-02T06:14:00,PGUM ,090,5,N,0072,5,00853,5,M,N,016093,5,N,5,+0290,5,+0240,5,+0240,5
46,2015-01-02T06:28:00,PGUM ,060,5,N,0067,5,00610,5,M,N,004023,5,N,5,+0270,5,+0260,5,+0260,5
47,2015-01-02T06:36:00,PGUM ,050,5,N,0051,5,00640,5,M,N,004828,5,N,5,+0270,5,+0260,5,+0260,5
48,2015-01-02T06:52:00,PGUM ,060,5,N,0082,5,00701,5,M,N,003219,5,N,5,+0270,5,+0250,5,+0250,5
49,2015-01-02T06:54:00,PGUM ,060,5,N,0093,5,00427,5,M,N,003219,5,N,5,+0267,5,+0250,5,+0250,5
50,2015-01-02T07:01:00,PGUM ,060,5,N,0093,5,00914,5,M,N,009656,5,N,5,+0260,5,+0240,5,+0240,5
51,2015-01-02T07:54:00,PGUM ,060,5,N,0062,5,01311,5,M,N,004828,5,N,5,+0256,5,+0244,5,+0244,5
52,2015-01-02T08:54:00,PGUM ,050,5,N,0072,5,01219,5,M,N,011265,5,N,5,+0256,5,+0239,5,+0239,5
53,2015-01-02T09:52:00,PGUM ,080,5,N,0072,5,01524,5,M,N,004828,5,N,5,+0260,5,+0240,5,+0240,5
54,2015-01-02T09:54:00,PGUM ,080,5,N,0082,5,00610,5,M,N,004023,5,N,5,+0256,5,+0244,5,+0244,5
55,2015-01-02T10:03:00,PGUM ,070,5,N,0103,5,00853,5,M,N,011265,5,N,5,+0260,5,+0240,5,+0240,5
56,2015-01-02T10:10:00,PGUM ,080,5,N,0093,5,01097,5,M,N,009656,5,N,5,+0250,5,+0240,5,+0240,5
57,2015-01-02T10:17:00,PGUM ,070,5,N,0077,5,00975,5,M,N,004828,5,N,5,+0250,5,+0240,5,+0240,5
58,2015-01-02T10:54:00,PGUM ,050,5,N,0051,5,01402,5,M,N,016093,5,N,5,+0256,5,+0244,5,+0244,5
59,2015-01-02T11:02:00,PGUM ,050,5,N,0046,5,00914,5,M,N,016093,5,N,5,+0260,5,+0240,5,+0240,5
60,2015-01-02T11:54:00,PGUM ,050,5,N,0062,5,02286,5,M,N,014484,5,N,5,+0256,5,+0244,5,+0244,5
62,2015-01-02T12:54:00,PGUM ,050,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0256,5,+0244,5,+0244,5
63,2015-01-02T13:09:00,PGUM ,090,5,N,0057,5,01036,5,M,N,004023,5,N,5,+0240,5,+0230,5,+0230,5
64,2015-01-02T13:16:00,PGUM ,080,5,N,0051,5,00975,5,M,N,008047,5,N,5,+0240,5,+0230,5,+0230,5
65,2015-01-02T13:54:00,PGUM ,080,5,N,0077,5,01280,5,M,N,012875,5,N,5,+0256,5,+0244,5,+0244,5
66,2015-01-02T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
67,2015-01-02T14:54:00,PGUM ,080,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0256,5,+0239,5,+0239,5
68,2015-01-02T15:54:00,PGUM ,080,5,N,0072,5,22000,5,C,N,009656,5,N,5,+0256,5,+0239,5,+0239,5
69,2015-01-02T16:52:00,PGUM ,100,5,N,0067,5,00579,5,M,N,014484,5,N,5,+0260,5,+0240,5,+0240,5
70,2015-01-02T16:54:00,PGUM ,100,5,N,0051,5,00579,5,M,N,012875,5,N,5,+0261,5,+0239,5,+0239,5
71,2015-01-02T17:18:00,PGUM ,080,5,N,0031,5,00914,5,M,N,009656,5,N,5,+0260,5,+0240,5,+0240,5
72,2015-01-02T17:52:00,PGUM ,090,5,N,0082,5,00671,5,M,N,008047,5,N,5,+0260,5,+0240,5,+0240,5
73,2015-01-02T17:54:00,PGUM ,090,5,N,0077,5,00732,5,M,N,009656,5,N,5,+0250,5,+0233,5,+0233,5
75,2015-01-02T18:09:00,PGUM ,100,5,N,0041,5,00975,5,M,N,016093,5,N,5,+0250,5,+0240,5,+0240,5
76,2015-01-02T18:54:00,PGUM ,090,5,N,0046,5,01311,5,M,N,008047,5,N,5,+0256,5,+0244,5,+0244,5
77,2015-01-02T19:05:00,PGUM ,090,5,N,0041,5,00762,5,M,N,011265,5,N,5,+0260,5,+0240,5,+0240,5
78,2015-01-02T19:37:00,PGUM ,080,5,N,0057,5,00914,5,M,N,016093,5,N,5,+0250,5,+0240,5,+0240,5
79,2015-01-02T19:54:00,PGUM ,080,5,N,0046,5,01524,5,M,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
80,2015-01-02T20:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0261,5,+0239,5,+0239,5
81,2015-01-02T21:54:00,PGUM ,080,5,N,0041,5,01067,5,M,N,016093,5,N,5,+0256,5,+0239,5,+0239,5
82,2015-01-02T22:54:00,PGUM ,080,5,N,0051,5,01311,5,M,N,004828,5,N,5,+0256,5,+0233,5,+0233,5
83,2015-01-02T23:54:00,PGUM ,070,5,N,0072,5,01494,5,M,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
85,2015-01-03T00:54:00,PGUM ,060,5,N,0062,5,03658,5,M,N,016093,5,N,5,+0283,5,+0250,5,+0250,5
86,2015-01-03T01:54:00,PGUM ,060,5,N,0077,5,22000,5,C,N,016093,5,N,5,+0283,5,+0250,5,+0250,5
87,2015-01-03T02:54:00,PGUM ,070,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0294,5,+0233,5,+0233,5
88,2015-01-03T03:54:00,PGUM ,070,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0294,5,+0239,5,+0239,5
89,2015-01-03T04:52:00,PGUM ,060,5,N,0057,5,00884,5,M,N,016093,5,N,5,+0280,5,+0250,5,+0250,5
90,2015-01-03T04:54:00,PGUM ,070,5,N,0057,5,00884,5,M,N,016093,5,N,5,+0278,5,+0250,5,+0250,5
91,2015-01-03T05:03:00,PGUM ,080,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0280,5,+0240,5,+0240,5
92,2015-01-03T05:52:00,PGUM ,080,5,N,0062,5,01067,5,M,N,004023,5,V,5,+0270,5,+0240,5,+0240,5
93,2015-01-03T05:54:00,PGUM ,090,5,N,0051,5,01433,5,M,N,004828,5,N,5,+0267,5,+0244,5,+0244,5
95,2015-01-03T06:54:00,PGUM ,070,5,N,0051,5,01067,5,M,N,011265,5,N,5,+0267,5,+0244,5,+0244,5
96,2015-01-03T07:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0272,5,+0244,5,+0244,5
97,2015-01-03T08:54:00,PGUM ,070,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
98,2015-01-03T09:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
99,2015-01-03T10:54:00,PGUM ,070,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
100,2015-01-03T11:54:00,PGUM ,070,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
102,2015-01-03T12:54:00,PGUM ,060,5,N,0036,5,01280,5,M,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
103,2015-01-03T13:54:00,PGUM ,070,5,N,0067,5,01676,5,M,N,016093,5,N,5,+0256,5,+0217,5,+0217,5
104,2015-01-03T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
105,2015-01-03T14:54:00,PGUM ,070,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0256,5,+0228,5,+0228,5
106,2015-01-03T15:43:00,PGUM ,060,5,N,0051,5,00884,5,M,N,014484,5,N,5,+0260,5,+0230,5,+0230,5
107,2015-01-03T15:52:00,PGUM ,050,5,N,0036,5,01463,5,M,N,016093,5,N,5,+0260,5,+0230,5,+0230,5
108,2015-01-03T15:54:00,PGUM ,050,5,N,0036,5,02286,5,M,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
109,2015-01-03T16:54:00,PGUM ,060,5,N,0046,5,01494,5,M,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
110,2015-01-03T17:54:00,PGUM ,060,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
112,2015-01-03T18:54:00,PGUM ,060,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
113,2015-01-03T19:54:00,PGUM ,060,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
114,2015-01-03T20:09:00,PGUM ,070,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0260,5,+0230,5,+0230,5
115,2015-01-03T20:54:00,PGUM ,070,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0261,5,+0228,5,+0228,5
116,2015-01-03T21:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0267,5,+0228,5,+0228,5
117,2015-01-03T22:54:00,PGUM ,060,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0278,5,+0233,5,+0233,5
118,2015-01-03T23:54:00,PGUM ,060,5,N,0093,5,22000,5,9,N,016093,5,N,5,+0289,5,+0222,5,+0222,5
120,2015-01-04T00:54:00,PGUM ,070,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0300,5,+0222,5,+0222,5
121,2015-01-04T01:54:00,PGUM ,060,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0306,5,+0222,5,+0222,5
122,2015-01-04T02:54:00,PGUM ,060,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0311,5,+0217,5,+0217,5
123,2015-01-04T03:54:00,PGUM ,060,5,N,0093,5,22000,5,9,N,016093,5,N,5,+0306,5,+0211,5,+0211,5
124,2015-01-04T04:54:00,PGUM ,080,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0300,5,+0217,5,+0217,5
125,2015-01-04T05:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0294,5,+0222,5,+0222,5
127,2015-01-04T06:54:00,PGUM ,070,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0289,5,+0217,5,+0217,5
128,2015-01-04T07:54:00,PGUM ,080,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0283,5,+0222,5,+0222,5
129,2015-01-04T08:54:00,PGUM ,060,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0278,5,+0222,5,+0222,5
130,2015-01-04T09:54:00,PGUM ,060,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0272,5,+0228,5,+0228,5
131,2015-01-04T10:54:00,PGUM ,070,5,N,0051,5,01280,5,M,N,016093,5,N,5,+0272,5,+0228,5,+0228,5
132,2015-01-04T11:54:00,PGUM ,060,5,N,0062,5,01372,5,M,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
134,2015-01-04T12:54:00,PGUM ,070,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0272,5,+0228,5,+0228,5
135,2015-01-04T13:54:00,PGUM ,080,5,N,0046,5,01829,5,M,N,016093,5,N,5,+0272,5,+0239,5,+0239,5
136,2015-01-04T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
137,2015-01-04T14:54:00,PGUM ,070,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0278,5,+0233,5,+0233,5
138,2015-01-04T15:54:00,PGUM ,050,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
139,2015-01-04T16:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
140,2015-01-04T17:07:00,PGUM ,080,5,N,0067,5,00823,5,M,N,003219,5,N,5,+0260,5,+0240,5,+0240,5
141,2015-01-04T17:19:00,PGUM ,080,5,N,0046,5,01128,5,M,N,003219,5,N,5,+0240,5,+0230,5,+0230,5
142,2015-01-04T17:54:00,PGUM ,060,5,N,0031,5,01524,5,M,N,003219,5,N,5,+0250,5,+0239,5,+0239,5
144,2015-01-04T18:01:00,PGUM ,050,5,N,0026,5,01981,5,M,N,016093,5,N,5,+0250,5,+0240,5,+0240,5
145,2015-01-04T18:54:00,PGUM ,060,5,N,0041,5,02438,5,M,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
146,2015-01-04T19:54:00,PGUM ,060,5,N,0031,5,22000,5,C,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
147,2015-01-04T20:54:00,PGUM ,040,5,N,0021,5,22000,5,9,N,016093,5,N,5,+0244,5,+0233,5,+0233,5
148,2015-01-04T21:54:00,PGUM ,070,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0272,5,+0239,5,+0239,5
149,2015-01-04T22:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0283,5,+0244,5,+0244,5
150,2015-01-04T23:54:00,PGUM ,050,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0294,5,+0239,5,+0239,5
152,2015-01-05T00:13:00,PGUM ,040,5,N,0067,5,00701,5,M,N,016093,5,N,5,+0300,5,+0230,5,+0230,5
153,2015-01-05T00:37:00,PGUM ,070,5,N,0057,5,01829,5,M,N,016093,5,N,5,+0300,5,+0230,5,+0230,5
154,2015-01-05T00:54:00,PGUM ,060,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0306,5,+0228,5,+0228,5
155,2015-01-05T01:54:00,PGUM ,070,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0306,5,+0233,5,+0233,5
156,2015-01-05T02:54:00,PGUM ,060,5,N,0062,5,22000,5,C,N,016093,5,N,5,+0311,5,+0233,5,+0233,5
157,2015-01-05T03:54:00,PGUM ,040,5,N,0072,5,00762,5,M,N,016093,5,N,5,+0300,5,+0233,5,+0233,5
158,2015-01-05T04:05:00,PGUM ,040,5,N,0062,5,02134,5,M,N,016093,5,N,5,+0300,5,+0230,5,+0230,5
159,2015-01-05T04:47:00,PGUM ,060,5,N,0057,5,00823,5,M,N,016093,5,N,5,+0300,5,+0230,5,+0230,5
160,2015-01-05T04:54:00,PGUM ,030,5,N,0072,5,00823,5,M,N,016093,5,N,5,+0300,5,+0228,5,+0228,5
161,2015-01-05T05:01:00,PGUM ,050,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0310,5,+0230,5,+0230,5
162,2015-01-05T05:54:00,PGUM ,040,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0294,5,+0228,5,+0228,5
164,2015-01-05T06:54:00,PGUM ,030,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0294,5,+0233,5,+0233,5
165,2015-01-05T07:54:00,PGUM ,050,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0283,5,+0233,5,+0233,5
166,2015-01-05T08:54:00,PGUM ,050,5,N,0041,5,01981,5,M,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
167,2015-01-05T09:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0239,5,+0239,5
168,2015-01-05T10:54:00,PGUM ,050,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0256,5,+0239,5,+0239,5
169,2015-01-05T11:54:00,PGUM ,050,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0256,5,+0239,5,+0239,5
171,2015-01-05T12:54:00,PGUM ,050,5,N,0021,5,22000,5,9,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
172,2015-01-05T13:54:00,PGUM ,050,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
173,2015-01-05T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
174,2015-01-05T14:54:00,PGUM ,050,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0256,5,+0228,5,+0228,5
175,2015-01-05T15:54:00,PGUM ,030,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0256,5,+0228,5,+0228,5
176,2015-01-05T16:54:00,PGUM ,030,5,N,0026,5,01676,5,M,N,016093,5,N,5,+0244,5,+0228,5,+0228,5
177,2015-01-05T17:54:00,PGUM ,040,5,N,0051,5,01981,5,M,N,016093,5,N,5,+0250,5,+0228,5,+0228,5
179,2015-01-05T18:54:00,PGUM ,030,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0250,5,+0228,5,+0228,5
180,2015-01-05T19:54:00,PGUM ,060,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0244,5,+0228,5,+0228,5
181,2015-01-05T20:54:00,PGUM ,050,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0244,5,+0228,5,+0228,5
182,2015-01-05T21:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
183,2015-01-05T22:54:00,PGUM ,060,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0283,5,+0228,5,+0228,5
184,2015-01-05T23:54:00,PGUM ,060,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0294,5,+0222,5,+0222,5
186,2015-01-06T00:54:00,PGUM ,050,5,N,0072,5,01128,5,M,N,016093,5,N,5,+0306,5,+0222,5,+0222,5
187,2015-01-06T01:54:00,PGUM ,040,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0311,5,+0222,5,+0222,5
188,2015-01-06T02:54:00,PGUM ,060,5,N,0072,5,01981,5,M,N,016093,5,N,5,+0283,5,+0239,5,+0239,5
189,2015-01-06T03:54:00,PGUM ,090,5,N,0072,5,01097,5,M,N,016093,5,N,5,+0272,5,+0233,5,+0233,5
190,2015-01-06T04:54:00,PGUM ,070,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0283,5,+0239,5,+0239,5
191,2015-01-06T05:54:00,PGUM ,070,5,N,0062,5,01311,5,M,N,012875,5,N,5,+0272,5,+0244,5,+0244,5
193,2015-01-06T06:54:00,PGUM ,050,5,N,0051,5,01433,5,M,N,014484,5,N,5,+0267,5,+0239,5,+0239,5
194,2015-01-06T07:43:00,PGUM ,080,5,N,0072,5,01097,5,M,N,002816,5,N,5,+0250,5,+0230,5,+0230,5
195,2015-01-06T07:47:00,PGUM ,080,5,N,0057,5,00884,5,M,N,003219,5,N,5,+0250,5,+0230,5,+0230,5
196,2015-01-06T07:52:00,PGUM ,050,5,N,0062,5,00975,5,M,N,004023,5,V,5,+0250,5,+0230,5,+0230,5
197,2015-01-06T07:54:00,PGUM ,060,5,N,0062,5,00975,5,M,N,004828,5,N,5,+0250,5,+0233,5,+0233,5
198,2015-01-06T07:59:00,PGUM ,060,5,N,0088,5,00823,5,M,N,002816,5,V,5,+0250,5,+0240,5,+0240,5
199,2015-01-06T08:04:00,PGUM ,050,5,N,0072,5,00914,5,M,N,003219,5,V,5,+0250,5,+0240,5,+0240,5
200,2015-01-06T08:14:00,PGUM ,050,5,N,0041,5,01341,5,M,N,009656,5,N,5,+0240,5,+0230,5,+0230,5
201,2015-01-06T08:52:00,PGUM ,100,5,N,0036,5,00701,5,M,N,016093,5,N,5,+0250,5,+0230,5,+0230,5
202,2015-01-06T08:54:00,PGUM ,100,5,N,0036,5,00518,5,M,N,016093,5,N,5,+0250,5,+0239,5,+0239,5
203,2015-01-06T09:12:00,PGUM ,040,5,N,0031,5,01372,5,M,N,016093,5,N,5,+0260,5,+0240,5,+0240,5
204,2015-01-06T09:54:00,PGUM ,040,5,N,0046,5,01829,5,M,N,016093,5,N,5,+0250,5,+0239,5,+0239,5
205,2015-01-06T10:54:00,PGUM ,060,5,N,0077,5,01372,5,M,N,006437,5,N,5,+0244,5,+0233,5,+0233,5
206,2015-01-06T11:54:00,PGUM ,060,5,N,0046,5,01067,5,M,N,006437,5,N,5,+0250,5,+0239,5,+0239,5
208,2015-01-06T12:30:00,PGUM ,100,5,N,0051,5,00183,5,M,N,004023,5,V,5,+0240,5,+0240,5,+0240,5
209,2015-01-06T12:34:00,PGUM ,100,5,N,0057,5,00396,5,M,N,004828,5,N,5,+0240,5,+0240,5,+0240,5
210,2015-01-06T12:41:00,PGUM ,100,5,N,0057,5,00183,5,M,N,004828,5,N,5,+0240,5,+0230,5,+0230,5
211,2015-01-06T12:52:00,PGUM ,110,5,N,0046,5,00579,5,M,N,011265,5,N,5,+0240,5,+0230,5,+0230,5
212,2015-01-06T12:54:00,PGUM ,110,5,N,0041,5,00579,5,M,N,012875,5,N,5,+0239,5,+0233,5,+0233,5
213,2015-01-06T13:13:00,PGUM ,140,5,N,0021,5,01128,5,M,N,009656,5,N,5,+0240,5,+0230,5,+0230,5
214,2015-01-06T13:39:00,PGUM ,120,5,N,0036,5,01189,5,M,N,006437,5,N,5,+0240,5,+0240,5,+0240,5
215,2015-01-06T13:46:00,PGUM ,110,5,N,0041,5,00640,5,M,N,004828,5,N,5,+0240,5,+0230,5,+0230,5
216,2015-01-06T13:54:00,PGUM ,120,5,N,0031,5,00823,5,M,N,008047,5,N,5,+0239,5,+0233,5,+0233,5
217,2015-01-06T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
218,2015-01-06T14:14:00,PGUM ,110,5,N,0015,5,01250,5,M,N,009656,5,N,5,+0240,5,+0230,5,+0230,5
219,2015-01-06T14:54:00,PGUM ,060,5,N,0026,5,01006,5,M,N,016093,5,N,5,+0244,5,+0233,5,+0233,5
220,2015-01-06T15:54:00,PGUM ,050,5,N,0036,5,22000,5,C,N,016093,5,N,5,+0250,5,+0239,5,+0239,5
221,2015-01-06T16:54:00,PGUM ,040,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
222,2015-01-06T17:54:00,PGUM ,060,5,N,0031,5,22000,5,C,N,016093,5,N,5,+0244,5,+0233,5,+0233,5
