,DATE,CALL_SIGN,WND_direction,WND_dQC,WND_type,WND_speed,WND_speedQC,SKY_ceiling,SKY_ceilingQC,SKY_ceilingDC,SKY_CAVOK,VIS_distance,VIS_distanceQC,VIS_variability,VIS_variabilityQC,AIR_temp,AIR_tempQC,DEW_temp,DEW_tempQC,SLP_pressure,SLP_pressureQC
0,2013-01-01T00:00:00,PGUM ,080,1,N,0087,1,99999,9,9,N,004800,1,N,1,+0280,1,+0260,1,+0260,1
1,2013-01-01T00:10:00,PGUM ,080,5,N,0088,5,00549,5,M,N,004828,5,N,5,+0280,5,+0260,5,+0260,5
2,2013-01-01T00:54:00,PGUM ,090,5,N,0057,5,00610,5,M,N,006437,5,N,5,+0278,5,+0261,5,+0261,5
3,2013-01-01T01:14:00,PGUM ,090,5,N,0072,5,22000,5,9,N,011265,5,N,5,+0290,5,+0260,5,+0260,5
4,2013-01-01T01:32:00,PGUM ,090,5,N,0062,5,00884,5,M,N,006437,5,N,5,+0280,5,+0260,5,+0260,5
5,2013-01-01T01:47:00,PGUM ,080,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0280,5,+0260,5,+0260,5
6,2013-01-01T01:54:00,PGUM ,090,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0289,5,+0261,5,+0261,5
7,2013-01-01T02:43:00,PGUM ,070,5,N,0077,5,00640,5,M,N,004828,5,N,5,+0280,5,+0260,5,+0260,5
8,2013-01-01T02:54:00,PGUM ,080,5,N,0082,5,00945,5,M,N,016093,5,N,5,+0283,5,+0261,5,+0261,5
9,2013-01-01T03:25:00,PGUM ,070,5,N,0082,5,00732,5,M,N,016093,5,N,5,+0290,5,+0260,5,+0260,5
10,2013-01-01T03:33:00,PGUM ,090,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0290,5,+0260,5,+0260,5
11,2013-01-01T03:40:00,PGUM ,080,5,N,0082,5,00488,5,M,N,016093,5,N,5,+0290,5,+0260,5,+0260,5
12,2013-01-01T03:52:00,PGUM ,080,5,N,0093,5,22000,5,9,N,016093,5,N,5,+0290,5,+0260,5,+0260,5
13,2013-01-01T03:54:00,PGUM ,080,5,N,0103,5,22000,5,9,N,016093,5,N,5,+0289,5,+0256,5,+0256,5
14,2013-01-01T04:49:00,PGUM ,070,5,N,0082,5,00884,5,M,N,016093,5,N,5,+0290,5,+0260,5,+0260,5
15,2013-01-01T04:54:00,PGUM ,080,5,N,0077,5,00792,5,M,N,016093,5,N,5,+0289,5,+0256,5,+0256,5
16,2013-01-01T05:20:00,PGUM ,090,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0290,5,+0260,5,+0260,5
17,2013-01-01T05:54:00,PGUM ,090,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0294,5,+0250,5,+0250,5
18,2013-01-01T06:00:00,PGUM ,090,1,N,0067,1,22000,1,9,N,016000,1,N,1,+0294,1,+0250,1,+0250,1
19,2013-01-01T06:51:00,PGUM ,090,5,N,0072,5,00732,5,M,N,016093,5,N,5,+0290,5,+0250,5,+0250,5
20,2013-01-01T06:54:00,PGUM ,080,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0289,5,+0250,5,+0250,5
21,2013-01-01T07:54:00,PGUM ,070,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0283,5,+0256,5,+0256,5
22,2013-01-01T08:19:00,PGUM ,080,5,N,0098,5,00792,5,M,N,016093,5,N,5,+0280,5,+0250,5,+0250,5
23,2013-01-01T08:27:00,PGUM ,080,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0270,5,+0250,5,+0250,5
24,2013-01-01T08:54:00,PGUM ,090,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0278,5,+0256,5,+0256,5
25,2013-01-01T09:54:00,PGUM ,080,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0272,5,+0250,5,+0250,5
26,2013-01-01T10:24:00,PGUM ,090,5,N,0057,5,00610,5,M,N,016093,5,N,5,+0270,5,+0260,5,+0260,5
27,2013-01-01T10:43:00,PGUM ,080,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0270,5,+0260,5,+0260,5
28,2013-01-01T10:54:00,PGUM ,080,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0272,5,+0256,5,+0256,5
