DATE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP
2017-01-01T00:00:00,99999,V020,"080,1,N,0077,1","99999,9,9,N","016000,1,9,9","+0294,1","+0228,1","10112,1"
2017-01-01T00:54:00,PGUM ,V030,"070,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0300,5","+0233,5","10109,5"
2017-01-01T01:27:00,99999,V020,"050,1,N,0082,1","00853,1,9,N","016093,1,9,9","+0310,1","+0230,1","99999,9"
2017-01-01T01:27:00,99999,V020,"050,1,N,0082,1","00853,1,9,N","016093,1,9,9","+0310,1","+0230,1","99999,9"
2017-01-01T01:54:00,PGUM ,V030,"060,5,N,0082,5","00853,5,M,N","016093,5,N,5","+0311,5","+0228,5","10103,5"
2017-01-01T02:25:00,99999,V020,"060,1,N,0062,1","01128,1,C,N","016093,1,9,9","+0300,1","+0230,1","99999,9"
2017-01-01T02:25:00,99999,V020,"060,1,N,0062,1","01128,1,C,N","016093,1,9,9","+0300,1","+0230,1","99999,9"
2017-01-01T02:54:00,PGUM ,V030,"060,5,N,0082,5","00914,5,M,N","016093,5,N,5","+0306,5","+0228,5","10095,5"
2017-01-01T03:11:00,99999,V020,"060,1,N,0067,1","00853,1,9,N","016093,1,9,9","+0310,1","+0230,1","99999,9"
2017-01-01T03:11:00,99999,V020,"060,1,N,0067,1","00853,1,9,N","016093,1,9,9","+0310,1","+0230,1","99999,9"
2017-01-01T03:52:00,PGUM ,V030,"050,5,N,0082,5","01158,5,M,N","016093,5,N,5","+0310,5","+0220,5","99999,9"
2017-01-01T03:54:00,PGUM ,V030,"050,5,N,0082,5","00853,5,M,N","016093,5,N,5","+0306,5","+0222,5","10090,5"
2017-01-01T04:06:00,99999,V020,"070,1,N,0067,1","99999,9,9,N","016093,1,9,9","+0310,1","+0220,1","99999,9"
2017-01-01T04:06:00,99999,V020,"070,1,N,0067,1","99999,9,9,N","016093,1,9,9","+0310,1","+0220,1","99999,9"
2017-01-01T04:41:00,99999,V020,"060,1,N,0062,1","00853,1,9,N","016093,1,9,9","+0310,1","+0230,1","99999,9"
2017-01-01T04:41:00,PGUM ,V030,"060,5,N,0062,5","00853,5,M,N","016093,5,N,5","+0310,5","+0230,5","99999,9"
2017-01-01T04:54:00,PGUM ,V030,"080,5,N,0067,5","00853,5,M,N","016093,5,N,5","+0306,5","+0228,5","10087,5"
2017-01-01T05:48:00,99999,V020,"060,1,N,0072,1","00975,1,9,N","016093,1,9,9","+0300,1","+0230,1","99999,9"
2017-01-01T05:48:00,99999,V020,"060,1,N,0072,1","00975,1,9,N","016093,1,9,9","+0300,1","+0230,1","99999,9"
2017-01-01T05:54:00,PGUM ,V030,"060,5,N,0067,5","00975,5,M,N","016093,5,N,5","+0294,5","+0228,5","10089,5"
2017-01-01T06:00:00,99999,V020,"060,1,N,0067,1","99999,9,9,N","016000,1,9,9","+0294,1","+0228,1","10089,1"
2017-01-01T06:54:00,PGUM ,V030,"050,5,N,0062,5","01006,5,M,N","016093,5,N,5","+0289,5","+0233,5","10092,5"
2017-01-01T07:54:00,PGUM ,V030,"060,5,N,0046,5","22000,5,C,N","016093,5,N,5","+0278,5","+0228,5","10097,5"
2017-01-01T08:54:00,PGUM ,V030,"060,5,N,0046,5","03048,5,M,N","016093,5,N,5","+0272,5","+0228,5","10101,5"
2017-01-01T09:54:00,PGUM ,V030,"050,5,N,0036,5","02438,5,M,N","016093,5,N,5","+0267,5","+0244,5","10107,5"
2017-01-01T10:54:00,PGUM ,V030,"060,5,N,0046,5","01829,5,M,N","016093,5,N,5","+0272,5","+0244,5","10114,5"
2017-01-01T11:54:00,PGUM ,V030,"060,5,N,0051,5","03048,5,M,N","016093,5,N,5","+0272,5","+0244,5","10116,5"
2017-01-01T12:00:00,99999,V020,"060,1,N,0051,1","99999,9,9,N","016000,1,9,9","+0272,1","+0244,1","10116,1"
2017-01-01T12:54:00,PGUM ,V030,"060,5,N,0057,5","01036,5,M,N","009656,5,N,5","+0261,5","+0250,5","10114,5"
2017-01-01T13:06:00,99999,V020,"070,1,N,0051,1","00762,1,9,N","003219,1,9,9","+0260,1","+0260,1","99999,9"
2017-01-01T13:06:00,99999,V020,"070,1,N,0051,1","00762,1,9,N","003219,1,9,9","+0260,1","+0260,1","99999,9"
2017-01-01T13:12:00,99999,V020,"050,1,N,0077,1","01128,1,9,N","008047,1,9,9","+0260,1","+0250,1","99999,9"
2017-01-01T13:12:00,PGUM ,V030,"050,5,N,0077,5","01128,5,M,N","008047,5,N,5","+0260,5","+0250,5","99999,9"
2017-01-01T13:54:00,PGUM ,V030,"060,5,N,0057,5","02286,5,M,N","016093,5,N,5","+0256,5","+0244,5","10109,5"
2017-01-01T13:59:00,PGUM ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2017-01-01T14:54:00,PGUM ,V030,"060,5,N,0046,5","02591,5,M,N","016093,5,N,5","+0261,5","+0250,5","10106,5"
2017-01-01T15:54:00,PGUM ,V030,"070,5,N,0062,5","22000,5,C,N","016093,5,N,5","+0261,5","+0244,5","10100,5"
2017-01-01T16:54:00,PGUM ,V030,"070,5,N,0067,5","02743,5,M,N","016093,5,N,5","+0256,5","+0239,5","10093,5"
2017-01-01T17:54:00,PGUM ,V030,"060,5,N,0041,5","02896,5,M,N","016093,5,N,5","+0256,5","+0250,5","10091,5"
2017-01-01T18:00:00,99999,V020,"060,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0256,1","+0250,1","10091,1"
2017-01-01T18:54:00,PGUM ,V030,"050,5,N,0041,5","02896,5,M,N","016093,5,N,5","+0256,5","+0244,5","10090,5"
2017-01-01T19:54:00,PGUM ,V030,"050,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0256,5","+0244,5","10092,5"
2017-01-01T20:54:00,PGUM ,V030,"050,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0250,5","+0239,5","10101,5"
2017-01-01T21:54:00,PGUM ,V030,"050,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0267,5","+0239,5","10108,5"
2017-01-01T22:54:00,PGUM ,V030,"060,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0283,5","+0244,5","10113,5"
2017-01-01T23:54:00,PGUM ,V030,"070,5,N,0072,5","22000,5,9,N","016093,5,N,5","+0283,5","+0228,5","10114,5"
2017-01-02T00:00:00,99999,V020,"070,1,N,0072,1","99999,9,9,N","016000,1,9,9","+0283,1","+0228,1","10114,1"
2017-01-02T00:54:00,PGUM ,V030,"070,5,N,0098,5","22000,5,9,N","016093,5,N,5","+0294,5","+0222,5","10112,5"
2017-01-02T01:54:00,PGUM ,V030,"070,5,N,0088,5","22000,5,9,N","016093,5,N,5","+0300,5","+0217,5","10106,5"
2017-01-02T02:54:00,PGUM ,V030,"070,5,N,0082,5","22000,5,9,N","016093,5,N,5","+0306,5","+0217,5","10098,5"
2017-01-02T03:54:00,PGUM ,V030,"090,5,N,0077,5","22000,5,9,N","016093,5,N,5","+0300,5","+0222,5","10090,5"
2017-01-02T04:54:00,PGUM ,V030,"090,5,N,0082,5","22000,5,9,N","016093,5,N,5","+0294,5","+0228,5","10087,5"
2017-01-02T05:54:00,PGUM ,V030,"080,5,N,0072,5","22000,5,9,N","016093,5,N,5","+0289,5","+0228,5","10087,5"
2017-01-02T06:00:00,99999,V020,"080,1,N,0072,1","99999,9,9,N","016000,1,9,9","+0289,1","+0228,1","10087,1"
2017-01-02T06:54:00,PGUM ,V030,"080,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0283,5","+0233,5","10089,5"
2017-01-02T07:54:00,PGUM ,V030,"080,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0278,5","+0233,5","10092,5"
2017-01-02T08:54:00,PGUM ,V030,"080,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0272,5","+0228,5","10099,5"
2017-01-02T09:54:00,PGUM ,V030,"070,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0272,5","+0222,5","10104,5"
2017-01-02T10:54:00,PGUM ,V030,"080,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0272,5","+0228,5","10107,5"
2017-01-02T11:54:00,PGUM ,V030,"080,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0272,5","+0217,5","10109,5"
2017-01-02T12:00:00,99999,V020,"080,1,N,0046,1","99999,9,9,N","016000,1,9,9","+0272,1","+0217,1","10109,1"
2017-01-02T12:54:00,PGUM ,V030,"070,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0272,5","+0222,5","10108,5"
2017-01-02T13:54:00,PGUM ,V030,"080,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0267,5","+0228,5","10108,5"
2017-01-02T13:59:00,PGUM ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2017-01-02T14:54:00,PGUM ,V030,"060,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0267,5","+0222,5","10106,5"
2017-01-02T15:54:00,PGUM ,V030,"060,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0267,5","+0222,5","10102,5"
2017-01-02T16:54:00,PGUM ,V030,"060,5,N,0051,5","22000,5,C,N","016093,5,N,5","+0267,5","+0222,5","10099,5"
2017-01-02T17:54:00,PGUM ,V030,"060,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0256,5","+0222,5","10095,5"
2017-01-02T18:00:00,99999,V020,"060,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0256,1","+0222,1","10095,1"
2017-01-02T18:54:00,PGUM ,V030,"060,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0256,5","+0222,5","10095,5"
2017-01-02T19:54:00,PGUM ,V030,"080,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0267,5","+0211,5","10096,5"
2017-01-02T20:54:00,PGUM ,V030,"080,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0267,5","+0211,5","10102,5"
2017-01-02T21:54:00,PGUM ,V030,"080,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0272,5","+0222,5","10105,5"
2017-01-02T22:54:00,PGUM ,V030,"070,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0278,5","+0228,5","10109,5"
2017-01-02T23:54:00,PGUM ,V030,"070,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0289,5","+0233,5","10106,5"
2017-01-03T00:00:00,99999,V020,"070,1,N,0062,1","99999,9,9,N","016000,1,9,9","+0289,1","+0233,1","10106,1"
2017-01-03T00:54:00,PGUM ,V030,"070,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0289,5","+0239,5","10102,5"
2017-01-03T01:44:00,99999,V020,"070,1,N,0072,1","00853,1,9,N","016093,1,9,9","+0290,1","+0230,1","99999,9"
2017-01-03T01:44:00,99999,V020,"070,1,N,0072,1","00853,1,9,N","016093,1,9,9","+0290,1","+0230,1","99999,9"
2017-01-03T01:51:00,99999,V020,"080,1,N,0057,1","01006,1,C,N","016093,1,9,9","+0290,1","+0230,1","99999,9"
2017-01-03T01:51:00,PGUM ,V030,"080,5,N,0057,5","22000,5,C,N","016093,5,N,5","+0290,5","+0230,5","99999,9"
2017-01-03T01:54:00,PGUM ,V030,"080,5,N,0067,5","22000,5,C,N","016093,5,N,5","+0294,5","+0233,5","10094,5"
2017-01-03T02:54:00,PGUM ,V030,"060,5,N,0067,5","00914,5,M,N","016093,5,N,5","+0300,5","+0239,5","10084,5"
2017-01-03T03:26:00,99999,V020,"060,1,N,0067,1","00853,1,9,N","016093,1,9,9","+0290,1","+0240,1","99999,9"
2017-01-03T03:26:00,99999,V020,"060,1,N,0067,1","00853,1,9,N","016093,1,9,9","+0290,1","+0240,1","99999,9"
2017-01-03T03:54:00,PGUM ,V030,"050,5,N,0088,5","00853,5,M,N","016093,5,N,5","+0294,5","+0239,5","10077,5"
2017-01-03T04:07:00,99999,V020,"070,1,N,0067,1","00975,1,9,N","016093,1,9,9","+0290,1","+0240,1","99999,9"
2017-01-03T04:07:00,99999,V020,"070,1,N,0067,1","00975,1,9,N","016093,1,9,9","+0290,1","+0240,1","99999,9"
2017-01-03T04:54:00,PGUM ,V030,"070,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0300,5","+0239,5","10075,5"
2017-01-03T05:54:00,PGUM ,V030,"060,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0289,5","+0239,5","10080,5"
2017-01-03T06:00:00,99999,V020,"060,1,N,0062,1","99999,9,9,N","016000,1,9,9","+0289,1","+0239,1","10080,1"
2017-01-03T06:54:00,PGUM ,V030,"060,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0283,5","+0244,5","10087,5"
2017-01-03T07:54:00,PGUM ,V030,"060,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0278,5","+0239,5","10092,5"
2017-01-03T08:54:00,PGUM ,V030,"060,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0272,5","+0244,5","10096,5"
2017-01-03T09:54:00,PGUM ,V030,"050,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0267,5","+0244,5","10104,5"
2017-01-03T10:54:00,PGUM ,V030,"050,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0261,5","+0244,5","10108,5"
2017-01-03T11:54:00,PGUM ,V030,"050,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10110,5"
2017-01-03T12:00:00,99999,V020,"050,1,N,0031,1","99999,9,9,N","016000,1,9,9","+0261,1","+0250,1","10110,1"
2017-01-03T12:54:00,PGUM ,V030,"050,5,N,0026,5","01524,5,M,N","016093,5,N,5","+0261,5","+0250,5","10110,5"
2017-01-03T13:54:00,PGUM ,V030,"040,5,N,0021,5","01829,5,M,N","016093,5,N,5","+0261,5","+0250,5","10107,5"
2017-01-03T13:59:00,PGUM ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2017-01-03T14:54:00,PGUM ,V030,"020,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0256,5","+0244,5","10106,5"
2017-01-03T15:54:00,PGUM ,V030,"030,5,N,0026,5","22000,5,C,N","016093,5,N,5","+0256,5","+0244,5","10098,5"
2017-01-03T16:54:00,PGUM ,V030,"020,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0256,5","+0244,5","10090,5"
2017-01-03T17:26:00,99999,V020,"060,1,N,0051,1","00457,1,C,N","004023,1,9,9","+0260,1","+0250,1","99999,9"
2017-01-03T17:26:00,99999,V020,"060,1,N,0051,1","00457,1,C,N","004023,1,9,9","+0260,1","+0250,1","99999,9"
2017-01-03T17:32:00,99999,V020,"040,1,N,0036,1","00396,1,C,N","004828,1,9,9","+0260,1","+0250,1","99999,9"
2017-01-03T17:32:00,PGUM ,V030,"040,5,N,0036,5","00884,5,M,N","004828,5,N,5","+0260,5","+0250,5","99999,9"
2017-01-03T17:41:00,99999,V020,"040,1,N,0036,1","00884,1,C,N","011265,1,9,9","+0250,1","+0250,1","99999,9"
2017-01-03T17:41:00,PGUM ,V030,"040,5,N,0036,5","01524,5,M,N","011265,5,N,5","+0250,5","+0250,5","99999,9"
2017-01-03T17:54:00,PGUM ,V030,"050,5,N,0041,5","02743,5,M,N","016093,5,N,5","+0256,5","+0250,5","10089,5"
2017-01-03T18:00:00,99999,V020,"050,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0256,1","+0250,1","10089,1"
2017-01-03T18:54:00,PGUM ,V030,"030,5,N,0046,5","01829,5,M,N","008047,5,N,5","+0250,5","+0244,5","10086,5"
2017-01-03T19:54:00,PGUM ,V030,"030,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0256,5","+0244,5","10087,5"
2017-01-03T20:54:00,PGUM ,V030,"060,5,N,0046,5","02134,5,M,N","016093,5,N,5","+0250,5","+0239,5","10096,5"
2017-01-03T21:54:00,PGUM ,V030,"040,5,N,0041,5","01981,5,M,N","016093,5,N,5","+0267,5","+0250,5","10102,5"
2017-01-03T22:54:00,PGUM ,V030,"060,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0278,5","+0244,5","10108,5"
2017-01-03T23:54:00,PGUM ,V030,"060,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0289,5","+0239,5","10109,5"
2017-01-04T00:00:00,99999,V020,"060,1,N,0057,1","99999,9,9,N","016000,1,9,9","+0289,1","+0239,1","10109,1"
2017-01-04T00:54:00,PGUM ,V030,"050,5,N,0067,5","01219,5,M,N","016093,5,N,5","+0300,5","+0239,5","10103,5"
2017-01-04T01:54:00,PGUM ,V030,"040,5,N,0093,5","00975,5,M,N","016093,5,N,5","+0311,5","+0239,5","10097,5"
2017-01-04T02:34:00,99999,V020,"040,1,N,0072,1","00823,1,9,N","016093,1,9,9","+0310,1","+0240,1","99999,9"
2017-01-04T02:34:00,99999,V020,"040,1,N,0072,1","00823,1,9,N","016093,1,9,9","+0310,1","+0240,1","99999,9"
2017-01-04T02:54:00,PGUM ,V030,"040,5,N,0072,5","00762,5,M,N","016093,5,N,5","+0306,5","+0239,5","10088,5"
2017-01-04T03:06:00,99999,V020,"050,1,N,0072,1","99999,9,9,N","016093,1,9,9","+0310,1","+0240,1","99999,9"
2017-01-04T03:06:00,99999,V020,"050,1,N,0072,1","99999,9,9,N","016093,1,9,9","+0310,1","+0240,1","99999,9"
2017-01-04T03:54:00,PGUM ,V030,"060,5,N,0082,5","22000,5,9,N","016093,5,N,5","+0306,5","+0228,5","10082,5"
2017-01-04T04:52:00,PGUM ,V030,"040,5,N,0067,5","00732,5,M,N","016093,5,N,5","+0290,5","+0230,5","99999,9"
2017-01-04T04:54:00,PGUM ,V030,"050,5,N,0077,5","22000,5,9,N","016093,5,N,5","+0294,5","+0233,5","10078,5"
2017-01-04T05:54:00,PGUM ,V030,"050,5,N,0072,5","22000,5,C,N","016093,5,N,5","+0300,5","+0233,5","10079,5"
2017-01-04T06:00:00,99999,V020,"050,1,N,0072,1","99999,9,9,N","016000,1,9,9","+0300,1","+0233,1","10079,1"
2017-01-04T06:40:00,99999,V020,"050,1,N,0067,1","00701,1,9,N","016093,1,9,9","+0290,1","+0240,1","99999,9"
2017-01-04T06:40:00,99999,V020,"050,1,N,0067,1","00701,1,9,N","016093,1,9,9","+0290,1","+0240,1","99999,9"
2017-01-04T06:51:00,99999,V020,"060,1,N,0072,1","00914,1,9,N","016093,1,9,9","+0280,1","+0230,1","99999,9"
2017-01-04T06:51:00,PGUM ,V030,"060,5,N,0072,5","00914,5,M,N","016093,5,N,5","+0280,5","+0230,5","99999,9"
2017-01-04T06:54:00,PGUM ,V030,"060,5,N,0067,5","00701,5,M,N","016093,5,N,5","+0289,5","+0233,5","10082,5"
2017-01-04T07:13:00,99999,V020,"040,1,N,0062,1","00914,1,9,N","016093,1,9,9","+0280,1","+0240,1","99999,9"
2017-01-04T07:13:00,99999,V020,"040,1,N,0062,1","00914,1,9,N","016093,1,9,9","+0280,1","+0240,1","99999,9"
2017-01-04T07:29:00,99999,V020,"030,1,N,0057,1","00823,1,9,N","016093,1,9,9","+0280,1","+0240,1","99999,9"
2017-01-04T07:29:00,PGUM ,V030,"030,5,N,0057,5","00823,5,M,N","016093,5,N,5","+0280,5","+0240,5","99999,9"
2017-01-04T07:54:00,PGUM ,V030,"050,5,N,0062,5","00823,5,M,N","016093,5,N,5","+0278,5","+0239,5","10087,5"
2017-01-04T08:04:00,99999,V020,"050,1,N,0051,1","00823,1,C,N","016093,1,9,9","+0270,1","+0240,1","99999,9"
2017-01-04T08:04:00,99999,V020,"050,1,N,0051,1","00823,1,C,N","016093,1,9,9","+0270,1","+0240,1","99999,9"
2017-01-04T08:54:00,PGUM ,V030,"050,5,N,0046,5","01128,5,M,N","016093,5,N,5","+0272,5","+0239,5","10092,5"
2017-01-04T09:54:00,PGUM ,V030,"050,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0267,5","+0233,5","10095,5"
2017-01-04T10:54:00,PGUM ,V030,"040,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0261,5","+0239,5","10098,5"
2017-01-04T11:54:00,PGUM ,V030,"040,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0261,5","+0233,5","10101,5"
2017-01-04T12:54:00,PGUM ,V030,"050,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0261,5","+0233,5","10097,5"
2017-01-04T13:54:00,PGUM ,V030,"050,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0261,5","+0233,5","10095,5"
2017-01-04T13:59:00,PGUM ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2017-01-04T14:54:00,PGUM ,V030,"060,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0267,5","+0233,5","10092,5"
2017-01-04T15:54:00,PGUM ,V030,"060,5,N,0041,5","01829,5,M,N","016093,5,N,5","+0267,5","+0239,5","10087,5"
2017-01-04T16:54:00,PGUM ,V030,"050,5,N,0041,5","01676,5,M,N","016093,5,N,5","+0261,5","+0239,5","10083,5"
2017-01-04T17:54:00,PGUM ,V030,"050,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0256,5","+0239,5","10082,5"
2017-01-04T18:00:00,99999,V020,"050,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0256,1","+0239,1","10082,1"
2017-01-04T18:54:00,PGUM ,V030,"050,5,N,0041,5","22000,5,C,N","016093,5,N,5","+0256,5","+0239,5","10084,5"
2017-01-04T19:54:00,PGUM ,V030,"040,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0250,5","+0239,5","10089,5"
2017-01-04T20:54:00,PGUM ,V030,"999,9,C,0000,5","01981,5,M,N","016093,5,N,5","+0250,5","+0233,5","10095,5"
2017-01-04T21:54:00,PGUM ,V030,"010,5,N,0015,5","01829,5,M,N","016093,5,N,5","+0267,5","+0244,5","10099,5"
2017-01-04T22:54:00,PGUM ,V030,"050,5,N,0057,5","01981,5,M,N","016093,5,N,5","+0272,5","+0244,5","10104,5"
2017-01-04T23:54:00,PGUM ,V030,"050,5,N,0057,5","00823,5,M,N","016093,5,N,5","+0294,5","+0244,5","10102,5"
2017-01-05T00:00:00,99999,V020,"050,1,N,0057,1","99999,9,9,N","016000,1,9,9","+0294,1","+0244,1","10102,1"
2017-01-05T00:28:00,99999,V020,"050,1,N,0062,1","00853,1,9,N","004023,1,9,9","+0270,1","+0260,1","99999,9"
2017-01-05T00:28:00,PGUM ,V030,"050,5,N,0062,5","00853,5,M,N","004023,5,V,5","+0270,5","+0260,5","99999,9"
2017-01-05T00:37:00,PGUM ,V030,"050,5,N,0057,5","01189,5,M,N","009656,5,N,5","+0280,A","+0260,A","99999,9"
2017-01-05T00:37:00,99999,V020,"050,1,N,0057,1","01189,1,9,N","009656,1,9,9","+0280,1","+0260,1","99999,9"
2017-01-05T00:54:00,99999,V020,"060,1,N,0057,1","01189,1,9,N","016093,1,9,9","+0289,1","+0256,1","10095,1"
2017-01-05T01:54:00,PGUM ,V030,"080,5,N,0062,5","01372,5,M,N","016093,5,N,5","+0294,5","+0239,5","10087,5"
2017-01-05T02:54:00,PGUM ,V030,"090,5,N,0051,5","01128,5,M,N","016093,5,N,5","+0289,5","+0244,5","10076,5"
2017-01-05T03:54:00,PGUM ,V030,"070,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0300,5","+0244,5","10069,5"
2017-01-05T04:54:00,PGUM ,V030,"080,5,N,0051,5","01067,5,M,N","016093,5,N,5","+0289,5","+0239,5","10067,5"
2017-01-05T05:54:00,PGUM ,V030,"080,5,N,0046,5","22000,5,C,N","016093,5,N,5","+0294,5","+0239,5","10070,5"
2017-01-05T06:00:00,99999,V020,"040,1,N,0057,1","99999,9,9,N","016000,1,9,9","+0280,1","+0240,1","99999,9"
2017-01-05T06:10:00,99999,V020,"040,1,N,0057,1","00640,1,C,N","016093,1,9,9","+0280,1","+0240,1","99999,9"
2017-01-05T06:10:00,99999,V020,"040,1,N,0057,1","00640,1,C,N","016093,1,9,9","+0280,1","+0240,1","99999,9"
2017-01-05T06:19:00,99999,V020,"030,1,N,0077,1","00366,1,9,N","006437,1,9,9","+0270,1","+0260,1","99999,9"
2017-01-05T06:19:00,PGUM ,V030,"030,5,N,0077,5","00366,5,M,N","006437,5,N,5","+0270,5","+0260,5","99999,9"
2017-01-05T06:22:00,99999,V020,"040,1,N,0057,1","00427,1,9,N","002816,1,9,9","+0270,1","+0260,1","99999,9"
2017-01-05T06:22:00,PGUM ,V030,"040,5,N,0057,5","00427,5,M,N","002816,5,V,5","+0270,5","+0260,5","99999,9"
2017-01-05T06:26:00,99999,V020,"050,1,N,0046,1","00488,1,9,N","004023,1,9,9","+0270,1","+0260,1","99999,9"
2017-01-05T06:26:00,PGUM ,V030,"050,5,N,0046,5","00488,5,M,N","004023,5,N,5","+0270,5","+0260,5","99999,9"
2017-01-05T06:30:00,99999,V020,"050,1,N,0051,1","00610,1,9,N","008047,1,9,9","+0270,1","+0260,1","99999,9"
2017-01-05T06:30:00,PGUM ,V030,"050,5,N,0051,5","00610,5,M,N","008047,5,N,5","+0270,5","+0260,5","99999,9"
2017-01-05T06:40:00,99999,V020,"050,1,N,0046,1","01036,1,9,N","011265,1,9,9","+0270,1","+0260,1","99999,9"
2017-01-05T06:40:00,PGUM ,V030,"050,5,N,0046,5","01036,5,M,N","011265,5,N,5","+0270,5","+0260,5","99999,9"
2017-01-05T06:54:00,PGUM ,V030,"040,5,N,0062,5","01097,5,M,N","011265,5,N,5","+0272,5","+0256,5","10078,5"
2017-01-05T07:01:00,99999,V020,"050,1,N,0046,1","00549,1,9,N","004023,1,9,9","+0260,1","+0260,1","99999,9"
2017-01-05T07:01:00,99999,V020,"050,1,N,0046,1","00549,1,9,N","004023,1,9,9","+0260,1","+0260,1","99999,9"
2017-01-05T07:25:00,99999,V020,"010,1,N,0036,1","00732,1,9,N","008047,1,9,9","+0260,1","+0250,1","99999,9"
2017-01-05T07:25:00,PGUM ,V030,"010,5,N,0036,5","00732,5,M,N","008047,5,N,5","+0260,5","+0250,5","99999,9"
2017-01-05T07:38:00,99999,V020,"030,1,N,0026,1","01067,1,9,N","016093,1,9,9","+0260,1","+0250,1","99999,9"
2017-01-05T07:38:00,PGUM ,V030,"030,5,N,0026,5","01067,5,M,N","016093,5,N,5","+0260,5","+0250,5","99999,9"
2017-01-05T07:54:00,PGUM ,V030,"030,5,N,0031,5","01189,5,M,N","012875,5,N,5","+0261,5","+0250,5","10083,5"
2017-01-05T08:08:00,99999,V020,"050,1,N,0046,1","00488,1,9,N","006437,1,9,9","+0260,1","+0260,1","99999,9"
2017-01-05T08:08:00,99999,V020,"050,1,N,0046,1","00488,1,9,N","006437,1,9,9","+0260,1","+0260,1","99999,9"
2017-01-05T08:52:00,PGUM ,V030,"060,5,N,0046,5","00914,5,M,N","016093,5,N,5","+0250,5","+0250,5","99999,9"
2017-01-05T08:54:00,PGUM ,V030,"060,5,N,0046,5","00914,5,M,N","016093,5,N,5","+0250,5","+0244,5","10088,5"
2017-01-05T09:54:00,99999,V020,"040,1,N,0046,1","00945,1,9,N","011265,1,9,9","+0256,1","+0244,1","10095,1"
2017-01-05T09:57:00,99999,V020,"030,1,N,0051,1","00610,1,9,N","003219,1,9,9","+0250,1","+0240,1","99999,9"
2017-01-05T09:57:00,PGUM ,V030,"030,5,N,0051,5","00610,5,M,N","003219,5,N,5","+0250,5","+0240,A","99999,9"
2017-01-05T10:04:00,99999,V020,"040,1,N,0051,1","00792,1,9,N","004828,1,9,9","+0250,1","+0240,1","99999,9"
2017-01-05T10:04:00,99999,V020,"040,1,N,0051,1","00792,1,9,N","004828,1,9,9","+0250,1","+0240,1","99999,9"
