DATE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP
2017-06-20T04:09:00,99999,V020,"150,1,N,0026,1","00640,1,C,N","016093,1,9,9","+0260,1","+0260,1","99999,9"
2017-06-20T04:09:00,99999,V020,"150,1,N,0026,1","00640,1,C,N","016093,1,9,9","+0261,1","+0256,1","99999,9"
2017-06-20T04:54:00,PGUM ,V030,"160,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0261,5","+0256,5","10104,5"
2017-06-20T05:54:00,PGUM ,V030,"170,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0261,5","+0256,5","10109,5"
2017-06-20T06:00:00,99999,V020,"170,1,N,0026,1","22000,1,9,N","016000,1,9,9","+0261,1","+0256,1","10109,1"
2017-06-20T06:52:00,PGUM ,V030,"170,5,N,0041,5","00792,5,M,N","016093,5,N,5","+0280,5","+0250,5","99999,9"
2017-06-20T06:54:00,PGUM ,V030,"170,5,N,0036,5","00640,5,M,N","016093,5,N,5","+0278,5","+0250,5","10107,5"
2017-06-20T07:13:00,99999,V020,"180,1,N,0041,1","00853,1,C,N","016093,1,9,9","+0270,1","+0250,1","99999,9"
2017-06-20T07:13:00,99999,V020,"180,1,N,0041,1","00853,1,C,N","016093,1,9,9","+0272,1","+0250,1","99999,9"
2017-06-20T07:45:00,99999,V020,"190,1,N,0036,1","00732,1,9,N","016093,1,9,9","+0270,1","+0260,1","99999,9"
2017-06-20T07:45:00,PGUM ,V030,"190,5,N,0036,5","00732,5,M,N","016093,5,N,5","+0272,5","+0256,5","99999,9"
2017-06-20T07:54:00,PGUM ,V030,"180,5,N,0031,5","00732,5,M,N","016093,5,N,5","+0272,5","+0250,5","10112,5"
2017-06-20T08:14:00,99999,V020,"180,1,N,0021,1","00823,1,C,N","008047,1,9,9","+0270,1","+0250,1","99999,9"
2017-06-20T08:14:00,99999,V020,"180,1,N,0021,1","00823,1,C,N","008047,1,9,9","+0272,1","+0250,1","99999,9"
2017-06-20T08:54:00,PGUM ,V030,"170,5,N,0041,5","02591,5,M,N","004828,5,N,5","+0261,5","+0256,5","10124,5"
2017-06-20T09:02:00,99999,V020,"180,1,N,0026,1","01219,1,9,N","003219,1,9,9","+0260,1","+0260,1","99999,9"
2017-06-20T09:02:00,99999,V020,"180,1,N,0026,1","01219,1,9,N","003219,1,9,9","+0261,1","+0256,1","99999,9"
2017-06-20T09:14:00,99999,V020,"170,1,N,0021,1","01463,1,9,N","008047,1,9,9","+0260,1","+0260,1","99999,9"
2017-06-20T09:14:00,PGUM ,V030,"170,5,N,0021,5","01463,5,M,N","008047,5,N,5","+0261,5","+0256,5","99999,9"
2017-06-20T09:52:00,PGUM ,V030,"170,5,N,0082,5","22000,5,9,N","003219,5,N,5","+0260,5","+0260,5","99999,9"
2017-06-20T09:54:00,PGUM ,V030,"170,5,N,0072,5","22000,5,C,N","006437,5,N,5","+0261,5","+0256,5","10132,5"
2017-06-20T09:58:00,99999,V020,"170,1,N,0077,1","00884,1,9,N","003219,1,9,9","+0250,1","+0240,1","99999,9"
2017-06-20T09:58:00,PGUM ,V030,"170,5,N,0077,5","00884,5,M,N","003219,5,N,5","+0250,5","+0244,5","99999,9"
2017-06-20T10:07:00,99999,V020,"170,1,N,0057,1","00853,1,C,N","003219,1,9,9","+0250,1","+0240,1","99999,9"
2017-06-20T10:07:00,99999,V020,"170,1,N,0057,1","00853,1,C,N","003219,1,9,9","+0250,1","+0244,1","99999,9"
2017-06-20T10:17:00,99999,V020,"180,1,N,0036,1","01280,1,9,N","008047,1,9,9","+0250,1","+0240,1","99999,9"
2017-06-20T10:17:00,PGUM ,V030,"180,5,N,0036,5","01280,5,M,N","008047,5,N,5","+0250,5","+0244,5","99999,9"
2017-06-20T10:54:00,PGUM ,V030,"150,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0250,5","+0244,5","10129,5"
2017-06-20T11:54:00,PGUM ,V030,"150,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0239,5","+0233,5","10124,5"
2017-06-20T12:00:00,99999,V020,"150,1,N,0026,1","99999,9,9,N","016000,1,9,9","+0239,1","+0233,1","10124,1"
2017-06-20T12:54:00,PGUM ,V030,"160,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0250,5","+0244,5","10128,5"
2017-06-20T13:54:00,PGUM ,V030,"110,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0250,5","+0239,5","10122,5"
2017-06-20T13:59:00,PGUM ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2017-06-20T14:54:00,PGUM ,V030,"130,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0250,5","+0239,5","10116,5"
2017-06-20T15:54:00,PGUM ,V030,"110,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10106,5"
2017-06-20T16:54:00,PGUM ,V030,"060,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0256,5","+0250,5","10100,5"
2017-06-20T17:54:00,PGUM ,V030,"090,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0267,5","+0250,5","10100,5"
2017-06-20T18:00:00,99999,V020,"090,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0267,1","+0250,1","10100,1"
2017-06-20T18:54:00,PGUM ,V030,"090,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0267,5","+0250,5","10100,5"
2017-06-20T19:54:00,PGUM ,V030,"080,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0272,5","+0250,5","10107,5"
2017-06-20T20:54:00,PGUM ,V030,"080,5,N,0036,5","03658,5,M,N","016093,5,N,5","+0278,5","+0256,5","10115,5"
2017-06-20T21:54:00,PGUM ,V030,"070,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0283,5","+0256,5","10124,5"
2017-06-20T22:54:00,PGUM ,V030,"060,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0294,5","+0256,5","10131,5"
2017-06-20T23:54:00,PGUM ,V030,"070,5,N,0067,5","22000,5,C,N","016093,5,N,5","+0306,5","+0261,5","10135,5"
2017-06-21T00:00:00,99999,V020,"070,1,N,0067,1","22000,1,9,N","016000,1,9,9","+0306,1","+0261,1","10135,1"
2017-06-21T00:41:00,99999,V020,"070,1,N,0072,1","00823,1,9,N","016093,1,9,9","+0310,1","+0260,1","99999,9"
2017-06-21T00:41:00,99999,V020,"070,1,N,0072,1","00823,1,9,N","016093,1,9,9","+0311,1","+0256,1","99999,9"
2017-06-21T00:52:00,PGUM ,V030,"100,5,N,0077,5","22000,5,9,N","016093,5,N,5","+0310,5","+0260,5","99999,9"
2017-06-21T00:54:00,PGUM ,V030,"090,5,N,0062,5","22000,5,C,N","016093,5,N,5","+0311,5","+0256,5","10131,5"
2017-06-21T01:52:00,PGUM ,V030,"080,5,N,0072,5","00671,5,M,N","016093,5,N,5","+0310,5","+0260,5","99999,9"
2017-06-21T01:54:00,PGUM ,V030,"090,5,N,0072,5","00671,5,M,N","016093,5,N,5","+0311,5","+0256,5","10127,5"
2017-06-21T02:04:00,99999,V020,"090,1,N,0062,1","99999,9,9,N","016093,1,9,9","+0310,1","+0250,1","99999,9"
2017-06-21T02:04:00,99999,V020,"090,1,N,0062,1","99999,9,9,N","016093,1,9,9","+0311,1","+0250,1","99999,9"
2017-06-21T02:54:00,PGUM ,V030,"100,5,N,0051,5","01676,5,M,N","016093,5,N,5","+0306,5","+0250,5","10121,5"
2017-06-21T03:54:00,PGUM ,V030,"090,5,N,0072,5","22000,5,9,N","016093,5,N,5","+0311,5","+0256,5","10114,5"
2017-06-21T04:51:00,99999,V020,"100,1,N,0051,1","00671,1,C,N","016093,1,9,9","+0310,1","+0260,1","99999,9"
2017-06-21T04:51:00,99999,V020,"100,1,N,0051,1","00671,1,C,N","016093,1,9,9","+0310,1","+0260,1","99999,9"
2017-06-21T04:54:00,PGUM ,V030,"090,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0311,5","+0256,5","10107,5"
2017-06-21T05:54:00,PGUM ,V030,"110,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0311,5","+0256,5","10106,5"
2017-06-21T06:00:00,99999,V020,"110,1,N,0057,1","22000,1,9,N","016000,1,9,9","+0311,1","+0256,1","10106,1"
2017-06-21T06:54:00,PGUM ,V030,"070,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0311,5","+0256,5","10105,5"
2017-06-21T07:54:00,PGUM ,V030,"090,5,N,0041,5","22000,5,C,N","016093,5,N,5","+0306,5","+0261,5","10108,5"
2017-06-21T08:54:00,PGUM ,V030,"090,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0294,5","+0250,5","10115,5"
2017-06-21T09:54:00,PGUM ,V030,"090,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0289,5","+0256,5","10122,5"
2017-06-21T10:54:00,PGUM ,V030,"060,5,N,0021,5","22000,5,C,N","016093,5,N,5","+0289,5","+0256,5","10128,5"
2017-06-21T11:54:00,PGUM ,V030,"080,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0289,5","+0256,5","10131,5"
2017-06-21T12:00:00,99999,V020,"080,1,N,0031,1","22000,1,9,N","016000,1,9,9","+0289,1","+0256,1","10131,1"
2017-06-21T12:54:00,PGUM ,V030,"090,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0289,5","+0250,5","10132,5"
2017-06-21T13:54:00,PGUM ,V030,"080,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0283,5","+0250,5","10130,5"
2017-06-21T13:59:00,PGUM ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2017-06-21T14:54:00,PGUM ,V030,"080,5,N,0021,5","22000,5,C,N","016093,5,N,5","+0283,5","+0256,5","10127,5"
2017-06-21T15:54:00,PGUM ,V030,"080,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0278,5","+0250,5","10119,5"
2017-06-21T16:54:00,PGUM ,V030,"080,5,N,0026,5","22000,5,C,N","016093,5,N,5","+0283,5","+0256,5","10116,5"
2017-06-21T17:54:00,PGUM ,V030,"110,5,N,0026,5","01676,5,M,N","016093,5,N,5","+0261,5","+0250,5","10118,5"
2017-06-21T18:00:00,99999,V020,"110,1,N,0026,1","99999,9,9,N","016000,1,9,9","+0261,1","+0250,1","10118,1"
2017-06-21T18:54:00,PGUM ,V030,"110,5,N,0021,5","22000,5,C,N","016093,5,N,5","+0261,5","+0261,5","10121,5"
2017-06-21T19:54:00,PGUM ,V030,"999,9,C,0000,5","22000,5,C,N","016093,5,N,5","+0261,5","+0256,5","10123,5"
2017-06-21T20:54:00,PGUM ,V030,"110,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0261,5","+0256,5","10127,5"
2017-06-21T21:54:00,PGUM ,V030,"130,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0261,5","+0256,5","10133,5"
2017-06-21T22:54:00,PGUM ,V030,"150,5,N,0015,5","01311,5,M,N","016093,5,N,5","+0278,5","+0261,5","10135,5"
2017-06-21T23:23:00,PGUM ,V030,"160,5,N,0021,5","00792,5,M,N","016093,5,N,5","+0280,A","+0260,A","99999,9"
2017-06-21T23:23:00,PGUM ,V030,"160,5,N,0021,5","00792,5,M,N","016093,5,N,5","+0278,5","+0261,5","99999,9"
2017-06-21T23:54:00,99999,V020,"999,9,C,0000,1","00792,1,9,N","016093,1,9,9","+0278,1","+0261,1","10137,1"
2017-06-22T00:00:00,99999,V020,"070,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0270,1","+0260,1","99999,9"
2017-06-22T00:02:00,99999,V020,"070,1,N,0041,1","01524,1,9,N","016093,1,9,9","+0270,1","+0260,1","99999,9"
2017-06-22T00:02:00,99999,V020,"070,1,N,0041,1","01524,1,9,N","016093,1,9,9","+0272,1","+0261,1","99999,9"
2017-06-22T00:54:00,PGUM ,V030,"070,5,N,0062,5","02743,5,M,N","016093,5,N,5","+0272,5","+0261,5","10136,5"
2017-06-22T01:54:00,PGUM ,V030,"100,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0272,5","+0250,5","10128,5"
2017-06-22T02:54:00,PGUM ,V030,"090,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0300,5","+0256,5","10121,5"
2017-06-22T03:54:00,PGUM ,V030,"100,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0311,5","+0250,5","10118,5"
2017-06-22T04:54:00,PGUM ,V030,"080,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0311,5","+0250,5","10113,5"
2017-06-22T05:54:00,PGUM ,V030,"090,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0306,5","+0250,5","10109,5"
2017-06-22T06:00:00,99999,V020,"090,1,N,0051,1","99999,9,9,N","016000,1,9,9","+0306,1","+0250,1","10109,1"
2017-06-22T06:54:00,PGUM ,V030,"090,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0300,5","+0256,5","10109,5"
2017-06-22T07:54:00,PGUM ,V030,"060,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0300,5","+0256,5","10113,5"
2017-06-22T08:54:00,PGUM ,V030,"070,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0294,5","+0256,5","10120,5"
2017-06-22T09:54:00,PGUM ,V030,"050,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0283,5","+0256,5","10123,5"
2017-06-22T10:54:00,PGUM ,V030,"070,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0289,5","+0261,5","10126,5"
2017-06-22T11:54:00,PGUM ,V030,"060,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0278,5","+0250,5","10126,5"
2017-06-22T12:00:00,99999,V020,"060,1,N,0031,1","99999,9,9,N","016000,1,9,9","+0278,1","+0250,1","10126,1"
2017-06-22T12:54:00,PGUM ,V030,"060,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0278,5","+0256,5","10126,5"
2017-06-22T13:54:00,PGUM ,V030,"060,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0272,5","+0256,5","10120,5"
2017-06-22T13:59:00,PGUM ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2017-06-22T14:54:00,PGUM ,V030,"080,5,N,0046,5","01311,5,M,N","016093,5,N,5","+0261,5","+0244,5","10117,5"
2017-06-22T15:54:00,PGUM ,V030,"050,5,N,0026,5","22000,5,9,N","011265,5,N,5","+0261,5","+0250,5","10109,5"
2017-06-22T16:54:00,PGUM ,V030,"070,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10106,5"
2017-06-22T17:54:00,PGUM ,V030,"060,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10104,5"
2017-06-22T18:00:00,99999,V020,"060,1,N,0031,1","99999,9,9,N","016000,1,9,9","+0261,1","+0250,1","10104,1"
2017-06-22T18:54:00,PGUM ,V030,"050,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10103,5"
2017-06-22T19:54:00,PGUM ,V030,"080,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10106,5"
2017-06-22T20:54:00,PGUM ,V030,"070,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10110,5"
2017-06-22T21:54:00,PGUM ,V030,"070,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0272,5","+0261,5","10111,5"
2017-06-22T22:54:00,PGUM ,V030,"090,5,N,0046,5","01219,5,M,N","016093,5,N,5","+0294,5","+0256,5","10113,5"
2017-06-22T23:04:00,99999,V020,"100,1,N,0046,1","00762,1,9,N","016093,1,9,9","+0290,1","+0270,1","99999,9"
2017-06-22T23:04:00,PGUM ,V030,"100,5,N,0046,5","00762,5,M,N","016093,5,N,5","+0294,5","+0267,5","99999,9"
2017-06-22T23:25:00,PGUM ,V030,"080,5,N,0057,5","22000,5,C,N","016093,5,N,5","+0290,A","+0260,A","99999,9"
2017-06-22T23:25:00,PGUM ,V030,"080,5,N,0057,5","22000,5,C,N","016093,5,N,5","+0294,5","+0261,5","99999,9"
2017-06-22T23:54:00,99999,V020,"090,1,N,0057,1","99999,9,9,N","016093,1,9,9","+0306,1","+0261,1","10109,1"
2017-06-23T00:00:00,99999,V020,"090,1,N,0057,1","22000,1,9,N","016000,1,9,9","+0306,1","+0261,1","10109,1"
2017-06-23T00:54:00,PGUM ,V030,"090,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0311,5","+0250,5","10108,5"
2017-06-23T01:54:00,PGUM ,V030,"070,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0317,5","+0250,5","10102,5"
2017-06-23T02:54:00,PGUM ,V030,"080,5,N,0062,5","22000,5,C,N","016093,5,N,5","+0322,5","+0250,5","10096,5"
2017-06-23T03:54:00,PGUM ,V030,"070,5,N,0072,5","22000,5,9,N","016093,5,N,5","+0322,5","+0244,5","10091,5"
2017-06-23T04:54:00,PGUM ,V030,"100,5,N,0062,5","01006,5,M,N","016093,5,N,5","+0317,5","+0256,5","10086,5"
2017-06-23T05:54:00,PGUM ,V030,"090,5,N,0067,5","01158,5,M,N","016093,5,N,5","+0317,5","+0250,5","10085,5"
2017-06-23T06:00:00,99999,V020,"090,1,N,0067,1","99999,9,9,N","016000,1,9,9","+0317,1","+0250,1","10085,1"
2017-06-23T06:54:00,PGUM ,V030,"080,5,N,0057,5","22000,5,C,N","016093,5,N,5","+0306,5","+0250,5","10085,5"
2017-06-23T07:54:00,PGUM ,V030,"090,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0300,5","+0250,5","10088,5"
2017-06-23T08:54:00,PGUM ,V030,"090,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0283,5","+0267,5","10094,5"
2017-06-23T09:54:00,PGUM ,V030,"090,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0272,5","+0267,5","10098,5"
2017-06-23T10:54:00,PGUM ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0272,5","+0267,5","10097,5"
2017-06-23T11:54:00,PGUM ,V030,"080,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0272,5","+0261,5","10099,5"
2017-06-23T12:00:00,99999,V020,"080,1,N,0026,1","99999,9,9,N","016000,1,9,9","+0272,1","+0261,1","10099,1"
2017-06-23T12:54:00,PGUM ,V030,"080,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0272,5","+0261,5","10103,5"
2017-06-23T13:54:00,PGUM ,V030,"090,5,N,0021,5","22000,5,C,N","016093,5,N,5","+0272,5","+0261,5","10102,5"
2017-06-23T13:59:00,PGUM ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2017-06-23T14:54:00,PGUM ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0272,5","+0261,5","10095,5"
2017-06-23T15:54:00,PGUM ,V030,"090,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0261,5","+0256,5","10093,5"
2017-06-23T16:36:00,99999,V020,"050,1,N,0036,1","00823,1,C,N","004828,1,9,9","+0260,1","+0250,1","99999,9"
2017-06-23T16:36:00,99999,V020,"050,1,N,0036,1","00823,1,C,N","004828,1,9,9","+0261,1","+0250,1","99999,9"
2017-06-23T16:41:00,99999,V020,"050,1,N,0036,1","01128,1,C,N","016093,1,9,9","+0260,1","+0250,1","99999,9"
2017-06-23T16:41:00,PGUM ,V030,"050,5,N,0036,5","01433,5,M,N","016093,5,N,5","+0261,5","+0250,5","99999,9"
2017-06-23T16:54:00,PGUM ,V030,"060,5,N,0031,5","22000,5,C,N","016093,5,N,5","+0261,5","+0250,5","10092,5"
2017-06-23T17:51:00,99999,V020,"090,1,N,0041,1","00823,1,C,N","003219,1,9,9","+0260,1","+0260,1","99999,9"
2017-06-23T17:51:00,99999,V020,"090,1,N,0041,1","00823,1,C,N","003219,1,9,9","+0260,1","+0260,1","99999,9"
2017-06-23T17:52:00,PGUM ,V030,"090,5,N,0041,5","00823,5,M,N","003219,5,N,5","+0260,5","+0260,5","99999,9"
2017-06-23T17:54:00,PGUM ,V030,"100,5,N,0026,5","00518,5,M,N","016093,5,N,5","+0261,5","+0256,5","10090,5"
2017-06-23T18:00:00,99999,V020,"999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0250,1","+0240,1","99999,9"
2017-06-23T18:01:00,99999,V020,"160,1,N,0015,1","00945,1,9,N","016093,1,9,9","+0250,1","+0240,1","99999,9"
2017-06-23T18:01:00,99999,V020,"160,1,N,0015,1","00945,1,9,N","016093,1,9,9","+0250,1","+0239,1","99999,9"
2017-06-23T18:04:00,99999,V020,"999,9,C,0000,1","00945,1,9,N","016093,1,9,9","+0250,1","+0240,1","99999,9"
2017-06-23T18:04:00,PGUM ,V030,"999,9,C,0000,5","00945,5,M,N","016093,5,N,5","+0250,5","+0239,5","99999,9"
2017-06-23T18:30:00,99999,V020,"090,1,N,0015,1","00792,1,9,N","016093,1,9,9","+0250,1","+0240,1","99999,9"
2017-06-23T18:30:00,PGUM ,V030,"090,5,N,0015,5","00792,5,M,N","016093,5,N,5","+0250,5","+0239,5","99999,9"
2017-06-23T18:44:00,99999,V020,"999,9,C,0000,1","00762,1,C,N","016093,1,9,9","+0250,1","+0240,1","99999,9"
2017-06-23T18:44:00,PGUM ,V030,"999,9,C,0000,5","22000,5,C,N","016093,5,N,5","+0250,5","+0239,5","99999,9"
2017-06-23T18:54:00,PGUM ,V030,"100,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0250,5","+0239,5","10093,5"
2017-06-23T19:54:00,PGUM ,V030,"100,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10096,5"
2017-06-23T20:54:00,PGUM ,V030,"080,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0250,5","+0244,5","10098,5"
2017-06-23T21:54:00,PGUM ,V030,"130,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0272,5","+0261,5","10098,5"
2017-06-23T22:54:00,PGUM ,V030,"999,9,V,0026,5","22000,5,9,N","016093,5,N,5","+0289,5","+0261,5","10102,5"
2017-06-23T23:54:00,PGUM ,V030,"100,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0306,5","+0256,5","10101,5"
2017-06-24T00:00:00,99999,V020,"100,1,N,0046,1","22000,1,9,N","016000,1,9,9","+0306,1","+0256,1","10101,1"
2017-06-24T00:54:00,PGUM ,V030,"100,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0311,5","+0256,5","10094,5"
2017-06-24T01:54:00,PGUM ,V030,"090,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0311,5","+0250,5","10091,5"
2017-06-24T02:54:00,PGUM ,V030,"999,9,V,0031,5","22000,5,9,N","016093,5,N,5","+0311,5","+0256,5","10087,5"
2017-06-24T03:54:00,PGUM ,V030,"100,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0311,5","+0250,5","10083,5"
2017-06-24T04:54:00,PGUM ,V030,"090,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0317,5","+0250,5","10079,5"
2017-06-24T05:54:00,PGUM ,V030,"100,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0311,5","+0244,5","10076,5"
2017-06-24T06:00:00,99999,V020,"100,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0311,1","+0244,1","10076,1"
2017-06-24T06:54:00,PGUM ,V030,"080,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0311,5","+0239,5","10076,5"
2017-06-24T07:54:00,PGUM ,V030,"060,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0306,5","+0239,5","10082,5"
2017-06-24T08:46:00,99999,V020,"030,1,N,0036,1","00792,1,C,N","016093,1,9,9","+0300,1","+0240,1","99999,9"
2017-06-24T08:46:00,99999,V020,"030,1,N,0036,1","00792,1,C,N","016093,1,9,9","+0300,1","+0244,1","99999,9"
2017-06-24T08:52:00,PGUM ,V030,"040,5,N,0051,5","01219,5,M,N","016093,5,N,5","+0290,5","+0240,5","99999,9"
2017-06-24T08:54:00,PGUM ,V030,"040,5,N,0046,5","01219,5,M,N","016093,5,N,5","+0294,5","+0244,5","10089,5"
2017-06-24T09:07:00,99999,V020,"080,1,N,0062,1","00762,1,9,N","016093,1,9,9","+0280,1","+0250,1","99999,9"
2017-06-24T09:07:00,99999,V020,"080,1,N,0062,1","00762,1,9,N","016093,1,9,9","+0278,1","+0250,1","99999,9"
2017-06-24T09:19:00,99999,V020,"120,1,N,0031,1","01463,1,9,N","016093,1,9,9","+0270,1","+0260,1","99999,9"
2017-06-24T09:19:00,PGUM ,V030,"120,5,N,0031,5","01463,5,M,N","016093,5,N,5","+0272,5","+0256,5","99999,9"
2017-06-24T09:54:00,PGUM ,V030,"050,5,N,0041,5","02438,5,M,N","016093,5,N,5","+0283,5","+0250,5","10099,5"
2017-06-24T10:54:00,PGUM ,V030,"040,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0272,5","+0244,5","10106,5"
2017-06-24T11:54:00,PGUM ,V030,"050,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0272,5","+0250,5","10106,5"
2017-06-24T12:00:00,99999,V020,"050,1,N,0015,1","99999,9,9,N","016000,1,9,9","+0272,1","+0250,1","10106,1"
2017-06-24T12:54:00,PGUM ,V030,"040,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0272,5","+0250,5","10100,5"
2017-06-24T13:54:00,PGUM ,V030,"060,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0272,5","+0256,5","10093,5"
2017-06-24T13:59:00,PGUM ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
2017-06-24T14:54:00,PGUM ,V030,"010,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0261,5","+0256,5","10091,5"
2017-06-24T15:54:00,PGUM ,V030,"030,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0261,5","+0256,5","10086,5"
2017-06-24T16:54:00,PGUM ,V030,"050,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0261,5","+0256,5","10084,5"
2017-06-24T17:54:00,PGUM ,V030,"040,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10082,5"
2017-06-24T18:00:00,99999,V020,"040,1,N,0021,1","22000,1,9,N","016000,1,9,9","+0261,1","+0250,1","10082,1"
2017-06-24T18:54:00,PGUM ,V030,"340,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0261,5","+0250,5","10083,5"
2017-06-24T19:54:00,PGUM ,V030,"040,5,N,0031,5","01676,5,M,N","016093,5,N,5","+0272,5","+0239,5","10083,5"
2017-06-24T20:54:00,PGUM ,V030,"050,5,N,0031,5","01829,5,M,N","016093,5,N,5","+0261,5","+0256,5","10087,5"
2017-06-24T21:54:00,PGUM ,V030,"010,5,N,0041,5","01524,5,M,N","016093,5,N,5","+0261,5","+0250,5","10089,5"
2017-06-24T22:54:00,PGUM ,V030,"020,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0272,5","+0261,5","10087,5"
2017-06-24T23:54:00,PGUM ,V030,"340,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0294,5","+0261,5","10091,5"
2017-06-25T00:00:00,99999,V020,"340,1,N,0041,1","22000,1,9,N","016000,1,9,9","+0294,1","+0261,1","10091,1"
2017-06-25T00:30:00,99999,V020,"350,1,N,0051,1","00671,1,9,N","016093,1,9,9","+0290,1","+0270,1","99999,9"
2017-06-25T00:30:00,99999,V020,"350,1,N,0051,1","00671,1,9,N","016093,1,9,9","+0289,1","+0267,1","99999,9"
