DATE,WND_direction,WND_dQC,WND_type,WND_speed,WND_speedQC,SKY_ceiling,SKY_ceilingQC,SKY_ceilingDC,SKY_CAVOK,VIS_distance,VIS_distanceQC,VIS_variability,VIS_variabilityQC,AIR_temp,AIR_tempQC,DEW_temp,DEW_tempQC,SLP_pressure,SLP_pressureQC
2021-01-01 00:54:00,110,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0289,5,+0239,5,+0239,5
2021-01-01 04:54:00,090,5,N,0062,5,01280,5,M,N,012875,5,N,5,+0278,5,+0250,5,+0250,5
2021-01-01 05:54:00,090,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0283,5,+0233,5,+0233,5
2021-01-01 14:54:00,080,5,N,0041,5,22000,5,C,N,016093,5,N,5,+0261,5,+0211,5,+0211,5
2021-01-01 16:54:00,060,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0261,5,+0211,5,+0211,5
2021-01-01 17:54:00,080,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0261,5,+0206,5,+0206,5
2021-01-01 18:54:00,080,5,N,0062,5,01341,5,M,N,016093,5,N,5,+0261,5,+0206,5,+0206,5
2021-01-01 19:54:00,070,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0261,5,+0206,5,+0206,5
2021-01-01 20:54:00,080,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0261,5,+0211,5,+0211,5
2021-01-02 01:54:00,080,5,N,0077,5,22000,5,C,N,016093,5,N,5,+0289,5,+0228,5,+0228,5
2021-01-02 06:54:00,080,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0283,5,+0222,5,+0222,5
2021-01-02 07:54:00,080,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0278,5,+0222,5,+0222,5
2021-01-02 15:54:00,070,5,N,0067,5,22000,5,C,N,016093,5,N,5,+0267,5,+0222,5,+0222,5
2021-01-02 19:54:00,060,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0261,5,+0228,5,+0228,5
2021-01-02 20:54:00,060,5,N,0062,5,22000,5,C,N,016093,5,N,5,+0261,5,+0222,5,+0222,5
2021-01-02 21:54:00,050,5,N,0062,5,01250,5,M,N,016093,5,N,5,+0267,5,+0222,5,+0222,5
2021-01-02 22:54:00,070,5,N,0098,5,22000,5,C,N,016093,5,N,5,+0278,5,+0211,5,+0211,5
2021-01-03 02:54:00,060,5,N,0108,5,22000,5,C,N,016093,5,N,5,+0300,5,+0206,5,+0206,5
2021-01-03 03:54:00,060,5,N,0108,5,01158,5,M,N,016093,5,N,5,+0300,5,+0217,5,+0217,5
2021-01-03 10:54:00,070,5,N,0077,5,22000,5,C,N,016093,5,N,5,+0272,5,+0217,5,+0217,5
2021-01-03 12:54:00,070,5,N,0062,5,22000,5,C,N,016093,5,N,5,+0267,5,+0217,5,+0217,5
2021-01-03 14:54:00,050,5,N,0046,5,01829,5,M,N,016093,5,N,5,+0261,5,+0217,5,+0217,5
2021-01-03 15:54:00,050,5,N,0057,5,03048,5,M,N,016093,5,N,5,+0267,5,+0222,5,+0222,5
2021-01-03 16:51:00,090,5,N,0098,5,00914,5,M,N,002816,5,N,5,+0250,5,+0230,5,+0230,5
2021-01-03 16:52:00,080,5,N,0082,5,00823,5,M,N,002816,5,N,5,+0250,5,+0230,5,+0230,5
2021-01-03 16:54:00,070,5,N,0072,5,00762,5,M,N,002414,5,N,5,+0250,5,+0228,5,+0228,5
2021-01-03 17:08:00,060,5,N,0067,5,00701,5,M,N,004828,5,N,5,+0250,5,+0228,5,+0228,5
2021-01-03 18:54:00,060,5,N,0062,5,01433,5,M,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
2021-01-03 19:54:00,070,5,N,0067,5,22000,5,C,N,016093,5,N,5,+0261,5,+0228,5,+0228,5
2021-01-03 20:54:00,070,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0261,5,+0222,5,+0222,5
2021-01-03 21:54:00,070,5,N,0072,5,22000,5,C,N,016093,5,N,5,+0267,5,+0228,5,+0228,5
