,DATE,CALL_SIGN,WND_direction,WND_dQC,WND_type,WND_speed,WND_speedQC,SKY_ceiling,SKY_ceilingQC,SKY_ceilingDC,SKY_CAVOK,VIS_distance,VIS_distanceQC,VIS_variability,VIS_variabilityQC,AIR_temp,AIR_tempQC,DEW_temp,DEW_tempQC,SLP_pressure,SLP_pressureQC
51,2023-01-02T00:54:00,PGUM ,060,5,N,0082,5,22000,5,C,N,016093,5,N,5,+0289,5,+0261,5,+0261,5
55,2023-01-02T01:46:00,PGUM ,060,5,N,0088,5,01311,5,M,N,008047,5,N,5,+0272,5,+0256,5,+0256,5
56,2023-01-02T01:54:00,PGUM ,050,5,N,0072,5,01158,5,M,N,008047,5,N,5,+0283,5,+0261,5,+0261,5
60,2023-01-02T02:32:00,PGUM ,060,5,N,0072,5,01158,5,M,N,008047,5,N,5,+0267,5,+0261,5,+0261,5
61,2023-01-02T02:54:00,PGUM ,070,5,N,0072,5,01676,5,M,N,016093,5,N,5,+0283,5,+0261,5,+0261,5
62,2023-01-02T03:54:00,PGUM ,070,5,N,0098,5,22000,5,C,N,016093,5,N,5,+0294,5,+0256,5,+0256,5
63,2023-01-02T04:54:00,PGUM ,080,5,N,0108,5,22000,5,C,N,016093,5,N,5,+0294,5,+0244,5,+0244,5
64,2023-01-02T05:54:00,PGUM ,060,5,N,0098,5,00884,5,M,N,014484,5,N,5,+0289,5,+0244,5,+0244,5
68,2023-01-02T06:54:00,PGUM ,070,5,N,0082,5,01067,5,M,N,016093,5,N,5,+0283,5,+0233,5,+0233,5
71,2023-01-02T07:54:00,PGUM ,060,5,N,0072,5,01128,5,M,N,016093,5,N,5,+0278,5,+0233,5,+0233,5
74,2023-01-02T08:54:00,PGUM ,060,5,N,0067,5,22000,5,C,N,016093,5,N,5,+0272,5,+0228,5,+0228,5
75,2023-01-02T09:54:00,PGUM ,060,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0272,5,+0228,5,+0228,5
76,2023-01-02T10:54:00,PGUM ,070,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0272,5,+0222,5,+0222,5
77,2023-01-02T11:54:00,PGUM ,070,5,N,0067,5,22000,5,C,N,016093,5,N,5,+0272,5,+0228,5,+0228,5
79,2023-01-02T12:54:00,PGUM ,060,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0272,5,+0228,5,+0228,5
80,2023-01-02T13:54:00,PGUM ,070,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
81,2023-01-02T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
82,2023-01-02T14:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0272,5,+0233,5,+0233,5
83,2023-01-02T15:54:00,PGUM ,080,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0272,5,+0217,5,+0217,5
84,2023-01-02T16:54:00,PGUM ,080,5,N,0072,5,01676,5,M,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
85,2023-01-02T17:54:00,PGUM ,080,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
87,2023-01-02T18:54:00,PGUM ,090,5,N,0062,5,01524,5,M,N,016093,5,N,5,+0272,5,+0239,5,+0239,5
88,2023-01-02T19:54:00,PGUM ,080,5,N,0041,5,22000,5,C,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
89,2023-01-02T20:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0272,5,+0239,5,+0239,5
90,2023-01-02T21:54:00,PGUM ,080,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0272,5,+0244,5,+0244,5
91,2023-01-02T22:54:00,PGUM ,100,5,N,0077,5,01676,5,M,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
92,2023-01-02T23:54:00,PGUM ,090,5,N,0041,5,01463,5,M,N,016093,5,N,5,+0267,5,+0250,5,+0250,5
95,2023-01-03T00:57:00,PGUM ,070,5,N,0082,5,00853,5,M,N,002816,5,N,5,+0261,5,+0244,5,+0244,5
96,2023-01-03T00:57:00,PGUM ,070,5,N,0082,5,00853,5,M,N,002816,5,N,5,+0261,5,+0244,5,+0244,5
99,2023-01-03T01:54:00,PGUM ,090,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0283,5,+0256,5,+0256,5
100,2023-01-03T02:54:00,PGUM ,070,5,N,0062,5,01311,5,M,N,016093,5,N,5,+0289,5,+0250,5,+0250,5
101,2023-01-03T03:54:00,PGUM ,060,5,N,0057,5,03353,5,M,N,016093,5,N,5,+0289,5,+0233,5,+0233,5
102,2023-01-03T04:54:00,PGUM ,090,5,N,0057,5,01524,5,M,N,016093,5,N,5,+0278,5,+0250,5,+0250,5
105,2023-01-03T05:54:00,PGUM ,090,5,N,0067,5,00853,5,M,N,016093,5,N,5,+0272,5,+0244,5,+0244,5
109,2023-01-03T06:54:00,PGUM ,070,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
113,2023-01-03T07:51:00,PGUM ,070,5,N,0057,5,00701,5,M,N,016093,5,N,5,+0270,5,+0240,5,+0240,5
114,2023-01-03T07:54:00,PGUM ,050,5,N,0057,5,01372,5,M,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
115,2023-01-03T08:54:00,PGUM ,060,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
116,2023-01-03T09:54:00,PGUM ,070,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0267,5,+0250,5,+0250,5
117,2023-01-03T10:54:00,PGUM ,060,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0267,5,+0250,5,+0250,5
118,2023-01-03T11:50:00,PGUM ,040,5,N,0036,5,00701,5,M,N,016093,5,N,5,+0270,5,+0250,5,+0250,5
119,2023-01-03T11:54:00,PGUM ,050,5,N,0041,5,00701,5,M,N,016093,5,N,5,+0261,5,+0250,5,+0250,5
123,2023-01-03T12:54:00,PGUM ,060,5,N,0031,5,01250,5,M,N,011265,5,N,5,+0261,5,+0250,5,+0250,5
124,2023-01-03T13:54:00,PGUM ,060,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0256,5,+0250,5,+0250,5
125,2023-01-03T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
126,2023-01-03T14:52:00,PGUM ,060,5,N,0031,5,00884,5,M,N,016093,5,N,5,+0260,5,+0250,5,+0250,5
127,2023-01-03T14:54:00,PGUM ,070,5,N,0031,5,01036,5,M,N,016093,5,N,5,+0256,5,+0250,5,+0250,5
128,2023-01-03T15:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
129,2023-01-03T16:54:00,PGUM ,050,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0250,5,+0244,5,+0244,5
130,2023-01-03T17:54:00,PGUM ,360,5,N,0021,5,22000,5,9,N,016093,5,N,5,+0250,5,+0239,5,+0239,5
132,2023-01-03T18:54:00,PGUM ,070,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0250,5,+0239,5,+0239,5
133,2023-01-03T19:54:00,PGUM ,060,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
134,2023-01-03T20:54:00,PGUM ,090,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
135,2023-01-03T21:54:00,PGUM ,070,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0272,5,+0244,5,+0244,5
136,2023-01-03T22:54:00,PGUM ,070,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0283,5,+0239,5,+0239,5
139,2023-01-03T23:54:00,PGUM ,090,5,N,0077,5,22000,5,C,N,016093,5,N,5,+0289,5,+0250,5,+0250,5
141,2023-01-04T00:54:00,PGUM ,070,5,N,0072,5,00975,5,M,N,016093,5,N,5,+0300,5,+0256,5,+0256,5
145,2023-01-04T01:45:00,PGUM ,100,5,N,0051,5,00579,5,M,N,011265,5,N,5,+0278,5,+0267,5,+0267,5
146,2023-01-04T01:54:00,PGUM ,100,5,N,0051,5,00518,5,M,N,012875,5,N,5,+0278,5,+0261,5,+0261,5
148,2023-01-04T01:59:00,PGUM ,090,5,N,0067,5,00427,5,M,N,016093,5,N,5,+0272,5,+0261,5,+0261,5
152,2023-01-04T02:24:00,PGUM ,070,5,N,0093,5,01128,5,M,N,016093,5,N,5,+0289,5,+0267,5,+0267,5
153,2023-01-04T02:54:00,PGUM ,080,5,N,0129,5,01372,5,M,N,014484,5,N,5,+0289,5,+0256,5,+0256,5
154,2023-01-04T03:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
155,2023-01-04T04:54:00,PGUM ,070,5,N,0072,5,22000,5,C,N,016093,5,N,5,+0278,5,+0256,5,+0256,5
156,2023-01-04T05:54:00,PGUM ,060,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0294,5,+0256,5,+0256,5
158,2023-01-04T06:54:00,PGUM ,060,5,N,0077,5,01097,5,M,N,011265,5,N,5,+0272,5,+0256,5,+0256,5
159,2023-01-04T07:36:00,PGUM ,070,5,N,0067,5,00884,5,M,N,004023,5,N,5,+0267,5,+0256,5,+0256,5
162,2023-01-04T07:54:00,PGUM ,050,5,N,0046,5,00914,5,M,N,014484,5,N,5,+0267,5,+0256,5,+0256,5
163,2023-01-04T08:54:00,PGUM ,080,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0267,5,+0256,5,+0256,5
164,2023-01-04T09:54:00,PGUM ,070,5,N,0072,5,22000,5,9,N,014484,5,N,5,+0267,5,+0250,5,+0250,5
165,2023-01-04T10:54:00,PGUM ,060,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0261,5,+0250,5,+0250,5
166,2023-01-04T11:54:00,PGUM ,060,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0261,5,+0250,5,+0250,5
168,2023-01-04T12:54:00,PGUM ,060,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0261,5,+0250,5,+0250,5
169,2023-01-04T13:25:00,PGUM ,060,5,N,0062,5,00853,5,M,N,014484,5,N,5,+0261,5,+0250,5,+0250,5
172,2023-01-04T13:54:00,PGUM ,060,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0261,5,+0256,5,+0256,5
173,2023-01-04T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
174,2023-01-04T14:54:00,PGUM ,070,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
175,2023-01-04T15:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
176,2023-01-04T16:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0261,5,+0239,5,+0239,5
177,2023-01-04T17:54:00,PGUM ,070,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0261,5,+0239,5,+0239,5
179,2023-01-04T18:54:00,PGUM ,060,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
180,2023-01-04T19:17:00,PGUM ,070,5,N,0057,5,00853,5,M,N,008047,5,N,5,+0261,5,+0244,5,+0244,5
183,2023-01-04T19:54:00,PGUM ,050,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0256,5,+0250,5,+0250,5
184,2023-01-04T20:54:00,PGUM ,050,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0256,5,+0239,5,+0239,5
185,2023-01-04T21:54:00,PGUM ,060,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
186,2023-01-04T22:54:00,PGUM ,050,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0278,5,+0244,5,+0244,5
187,2023-01-04T23:54:00,PGUM ,050,5,N,0093,5,22000,5,C,N,016093,5,N,5,+0294,5,+0250,5,+0250,5
189,2023-01-05T00:54:00,PGUM ,060,5,N,0093,5,22000,5,9,N,016093,5,N,5,+0289,5,+0239,5,+0239,5
190,2023-01-05T01:54:00,PGUM ,060,5,N,0093,5,22000,5,9,N,016093,5,N,5,+0306,5,+0239,5,+0239,5
191,2023-01-05T02:54:00,PGUM ,070,5,N,0093,5,22000,5,9,N,016093,5,N,5,+0311,5,+0239,5,+0239,5
192,2023-01-05T03:54:00,PGUM ,060,5,N,0082,5,22000,5,C,N,016093,5,N,5,+0300,5,+0244,5,+0244,5
196,2023-01-05T04:24:00,PGUM ,050,5,N,0077,5,00975,5,M,N,016093,5,N,5,+0306,5,+0244,5,+0244,5
198,2023-01-05T04:38:00,PGUM ,060,5,N,0082,5,00732,5,M,N,016093,5,N,5,+0300,5,+0244,5,+0244,5
199,2023-01-05T04:54:00,PGUM ,070,5,N,0088,5,00762,5,M,N,016093,5,N,5,+0300,5,+0244,5,+0244,5
202,2023-01-05T05:54:00,PGUM ,060,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0283,5,+0261,5,+0261,5
207,2023-01-05T06:26:00,PGUM ,060,5,N,0072,5,00945,5,M,N,008047,5,N,5,+0267,5,+0250,5,+0250,5
208,2023-01-05T06:54:00,PGUM ,070,5,N,0051,5,01524,5,M,N,012875,5,N,5,+0272,5,+0261,5,+0261,5
209,2023-01-05T07:54:00,PGUM ,060,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0272,5,+0256,5,+0256,5
210,2023-01-05T08:54:00,PGUM ,070,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0267,5,+0250,5,+0250,5
211,2023-01-05T09:54:00,PGUM ,060,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0267,5,+0250,5,+0250,5
212,2023-01-05T10:54:00,PGUM ,060,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0267,5,+0250,5,+0250,5
213,2023-01-05T11:54:00,PGUM ,060,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0261,5,+0250,5,+0250,5
215,2023-01-05T12:54:00,PGUM ,060,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
216,2023-01-05T13:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0256,5,+0244,5,+0244,5
217,2023-01-05T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
218,2023-01-05T14:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0256,5,+0239,5,+0239,5
219,2023-01-05T15:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
220,2023-01-05T16:54:00,PGUM ,060,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
221,2023-01-05T17:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0250,5,+0228,5,+0228,5
223,2023-01-05T18:54:00,PGUM ,070,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0261,5,+0222,5,+0222,5
224,2023-01-05T19:54:00,PGUM ,050,5,N,0041,5,22000,5,C,N,016093,5,N,5,+0250,5,+0222,5,+0222,5
225,2023-01-05T20:54:00,PGUM ,030,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0239,5,+0217,5,+0217,5
226,2023-01-05T21:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0267,5,+0228,5,+0228,5
227,2023-01-05T22:54:00,PGUM ,070,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0278,5,+0228,5,+0228,5
228,2023-01-05T23:54:00,PGUM ,080,5,N,0072,5,22000,5,C,N,016093,5,N,5,+0289,5,+0233,5,+0233,5
230,2023-01-06T00:54:00,PGUM ,080,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0300,5,+0233,5,+0233,5
231,2023-01-06T01:54:00,PGUM ,080,5,N,0098,5,22000,5,9,N,016093,5,N,5,+0300,5,+0233,5,+0233,5
232,2023-01-06T02:52:00,PGUM ,080,5,N,0077,5,00792,5,M,N,016093,5,N,5,+0310,5,+0240,5,+0240,5
233,2023-01-06T02:54:00,PGUM ,080,5,N,0082,5,00792,5,M,N,016093,5,N,5,+0306,5,+0239,5,+0239,5
236,2023-01-06T03:54:00,PGUM ,080,5,N,0077,5,00853,5,M,N,016093,5,N,5,+0306,5,+0233,5,+0233,5
239,2023-01-06T04:54:00,PGUM ,060,5,N,0072,5,22000,5,C,N,016093,5,N,5,+0300,5,+0233,5,+0233,5
240,2023-01-06T05:54:00,PGUM ,070,5,N,0067,5,22000,5,C,N,016093,5,N,5,+0294,5,+0233,5,+0233,5
242,2023-01-06T06:54:00,PGUM ,070,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0289,5,+0228,5,+0228,5
243,2023-01-06T07:54:00,PGUM ,060,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0278,5,+0233,5,+0233,5
244,2023-01-06T08:54:00,PGUM ,060,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0272,5,+0233,5,+0233,5
245,2023-01-06T09:54:00,PGUM ,060,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
246,2023-01-06T10:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
247,2023-01-06T11:54:00,PGUM ,050,5,N,0041,5,01250,5,M,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
249,2023-01-06T12:54:00,PGUM ,060,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
250,2023-01-06T13:54:00,PGUM ,060,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
251,2023-01-06T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
252,2023-01-06T14:54:00,PGUM ,050,5,N,0031,5,22000,5,C,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
253,2023-01-06T15:54:00,PGUM ,050,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0256,5,+0244,5,+0244,5
254,2023-01-06T16:54:00,PGUM ,060,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
255,2023-01-06T17:54:00,PGUM ,060,5,N,0041,5,22000,5,C,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
257,2023-01-06T18:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
258,2023-01-06T19:54:00,PGUM ,070,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
259,2023-01-06T20:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
260,2023-01-06T21:54:00,PGUM ,070,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0272,5,+0250,5,+0250,5
261,2023-01-06T22:54:00,PGUM ,080,5,N,0062,5,22000,5,C,N,016093,5,N,5,+0289,5,+0250,5,+0250,5
262,2023-01-06T23:54:00,PGUM ,070,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0294,5,+0250,5,+0250,5
264,2023-01-07T00:54:00,PGUM ,080,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0300,5,+0244,5,+0244,5
265,2023-01-07T01:54:00,PGUM ,080,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0300,5,+0244,5,+0244,5
266,2023-01-07T02:54:00,PGUM ,070,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0306,5,+0244,5,+0244,5
267,2023-01-07T03:54:00,PGUM ,070,5,N,0082,5,22000,5,C,N,016093,5,N,5,+0300,5,+0244,5,+0244,5
268,2023-01-07T04:54:00,PGUM ,080,5,N,0067,5,22000,5,C,N,009656,5,N,5,+0294,5,+0250,5,+0250,5
269,2023-01-07T05:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0294,5,+0250,5,+0250,5
271,2023-01-07T06:54:00,PGUM ,070,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0289,5,+0250,5,+0250,5
272,2023-01-07T07:54:00,PGUM ,070,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0278,5,+0250,5,+0250,5
275,2023-01-07T08:54:00,PGUM ,080,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0278,5,+0250,5,+0250,5
276,2023-01-07T09:54:00,PGUM ,070,5,N,0036,5,22000,5,C,N,016093,5,N,5,+0278,5,+0250,5,+0250,5
277,2023-01-07T10:54:00,PGUM ,070,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0278,5,+0250,5,+0250,5
278,2023-01-07T11:54:00,PGUM ,070,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
280,2023-01-07T12:54:00,PGUM ,080,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0272,5,+0250,5,+0250,5
281,2023-01-07T13:54:00,PGUM ,070,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0272,5,+0250,5,+0250,5
282,2023-01-07T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
283,2023-01-07T14:54:00,PGUM ,070,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0272,5,+0250,5,+0250,5
284,2023-01-07T15:54:00,PGUM ,070,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0267,5,+0256,5,+0256,5
285,2023-01-07T16:54:00,PGUM ,080,5,N,0031,5,22000,5,C,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
286,2023-01-07T17:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,014484,5,N,5,+0261,5,+0250,5,+0250,5
288,2023-01-07T18:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0250,5,+0250,5
289,2023-01-07T19:54:00,PGUM ,060,5,N,0031,5,22000,5,C,N,016093,5,N,5,+0267,5,+0250,5,+0250,5
292,2023-01-07T20:54:00,PGUM ,070,5,N,0057,5,00853,5,M,N,008047,5,N,5,+0261,5,+0256,5,+0256,5
294,2023-01-07T21:08:00,PGUM ,050,5,N,0051,5,00914,5,M,N,004828,5,N,5,+0256,5,+0250,5,+0250,5
298,2023-01-07T21:24:00,PGUM ,060,5,N,0046,5,00823,5,M,N,004828,5,N,5,+0261,5,+0256,5,+0256,5
300,2023-01-07T21:35:00,PGUM ,060,5,N,0051,5,00945,5,M,N,016093,5,N,5,+0261,5,+0256,5,+0256,5
301,2023-01-07T21:54:00,PGUM ,080,5,N,0062,5,01981,5,M,N,006437,5,N,5,+0261,5,+0256,5,+0256,5
303,2023-01-07T21:57:00,PGUM ,070,5,N,0103,5,01219,5,M,N,002816,5,N,5,+0261,5,+0256,5,+0256,5
307,2023-01-07T22:07:00,PGUM ,050,5,N,0057,5,01189,5,M,N,003219,5,N,5,+0256,5,+0250,5,+0250,5
309,2023-01-07T22:15:00,PGUM ,060,5,N,0067,5,01189,5,M,N,016093,5,N,5,+0261,5,+0256,5,+0256,5
