,DATE,CALL_SIGN,WND_direction,WND_dQC,WND_type,WND_speed,WND_speedQC,SKY_ceiling,SKY_ceilingQC,SKY_ceilingDC,SKY_CAVOK,VIS_distance,VIS_distanceQC,VIS_variability,VIS_variabilityQC,AIR_temp,AIR_tempQC,DEW_temp,DEW_tempQC,SLP_pressure,SLP_pressureQC
70,2018-01-02T19:54:00,PGUM ,070,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0261,5,+0228,5,+0228,5
71,2018-01-02T20:54:00,PGUM ,070,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0228,5,+0228,5
72,2018-01-02T21:54:00,PGUM ,080,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
73,2018-01-02T22:54:00,PGUM ,090,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0283,5,+0228,5,+0228,5
74,2018-01-02T23:54:00,PGUM ,090,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0294,5,+0222,5,+0222,5
76,2018-01-03T00:54:00,PGUM ,080,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0294,5,+0200,5,+0200,5
77,2018-01-03T01:54:00,PGUM ,100,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0300,5,+0206,5,+0206,5
78,2018-01-03T02:54:00,PGUM ,080,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0294,5,+0211,5,+0211,5
79,2018-01-03T03:54:00,PGUM ,090,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0294,5,+0217,5,+0217,5
80,2018-01-03T04:54:00,PGUM ,090,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0300,5,+0217,5,+0217,5
81,2018-01-03T05:52:00,PGUM ,100,5,N,0046,5,00853,5,M,N,016093,5,N,5,+0290,5,+0220,5,+0220,5
82,2018-01-03T05:54:00,PGUM ,080,5,N,0057,5,00853,5,M,N,016093,5,N,5,+0294,5,+0217,5,+0217,5
86,2018-01-03T06:54:00,PGUM ,090,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0289,5,+0211,5,+0211,5
87,2018-01-03T07:54:00,PGUM ,090,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0278,5,+0206,5,+0206,5
88,2018-01-03T08:54:00,PGUM ,060,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0272,5,+0217,5,+0217,5
89,2018-01-03T09:54:00,PGUM ,080,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0272,5,+0217,5,+0217,5
90,2018-01-03T10:54:00,PGUM ,080,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0261,5,+0222,5,+0222,5
91,2018-01-03T11:54:00,PGUM ,080,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0261,5,+0222,5,+0222,5
93,2018-01-03T12:54:00,PGUM ,060,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0261,5,+0222,5,+0222,5
94,2018-01-03T13:54:00,PGUM ,060,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0250,5,+0222,5,+0222,5
95,2018-01-03T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
96,2018-01-03T14:54:00,PGUM ,050,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0244,5,+0222,5,+0222,5
97,2018-01-03T15:54:00,PGUM ,050,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0244,5,+0222,5,+0222,5
98,2018-01-03T16:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0244,5,+0222,5,+0222,5
99,2018-01-03T17:54:00,PGUM ,050,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0244,5,+0228,5,+0228,5
101,2018-01-03T18:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0250,5,+0228,5,+0228,5
102,2018-01-03T19:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
103,2018-01-03T20:54:00,PGUM ,060,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0250,5,+0233,5,+0233,5
104,2018-01-03T21:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
105,2018-01-03T22:54:00,PGUM ,040,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0278,5,+0239,5,+0239,5
106,2018-01-03T23:54:00,PGUM ,030,5,N,0041,5,00792,5,M,N,016093,5,N,5,+0294,5,+0233,5,+0233,5
110,2018-01-04T00:54:00,PGUM ,040,5,N,0041,5,22000,5,C,N,016093,5,N,5,+0289,5,+0233,5,+0233,5
113,2018-01-04T01:54:00,PGUM ,060,5,N,0046,5,00823,5,M,N,016093,5,N,5,+0300,5,+0233,5,+0233,5
114,2018-01-04T02:54:00,PGUM ,050,5,N,0046,5,00884,5,M,N,016093,5,N,5,+0300,5,+0233,5,+0233,5
117,2018-01-04T03:54:00,PGUM ,060,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0300,5,+0228,5,+0228,5
121,2018-01-04T04:28:00,PGUM ,090,5,N,0057,5,00914,5,M,N,016093,5,N,5,+0306,5,+0233,5,+0233,5
122,2018-01-04T04:54:00,PGUM ,050,5,N,0057,5,01036,5,M,N,016093,5,N,5,+0306,5,+0233,5,+0233,5
126,2018-01-04T05:12:00,PGUM ,060,5,N,0057,5,01158,5,M,N,016093,5,N,5,+0294,5,+0228,5,+0228,5
127,2018-01-04T05:54:00,PGUM ,080,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0300,5,+0228,5,+0228,5
129,2018-01-04T06:54:00,PGUM ,060,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0289,5,+0233,5,+0233,5
130,2018-01-04T07:54:00,PGUM ,070,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0283,5,+0233,5,+0233,5
131,2018-01-04T08:54:00,PGUM ,070,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0272,5,+0233,5,+0233,5
132,2018-01-04T09:54:00,PGUM ,070,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0272,5,+0233,5,+0233,5
133,2018-01-04T10:54:00,PGUM ,070,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0272,5,+0233,5,+0233,5
134,2018-01-04T11:54:00,PGUM ,070,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0272,5,+0239,5,+0239,5
136,2018-01-04T12:54:00,PGUM ,070,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
137,2018-01-04T13:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0256,5,+0239,5,+0239,5
138,2018-01-04T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
139,2018-01-04T14:54:00,PGUM ,050,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0250,5,+0239,5,+0239,5
142,2018-01-04T15:52:00,PGUM ,020,5,N,0026,5,22000,5,9,N,016093,5,N,5,+0250,5,+0240,5,+0240,5
143,2018-01-04T15:54:00,PGUM ,030,5,N,0026,5,22000,5,C,N,016093,5,N,5,+0250,5,+0239,5,+0239,5
144,2018-01-04T16:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
145,2018-01-04T17:54:00,PGUM ,040,5,N,0026,5,22000,5,C,N,016093,5,N,5,+0250,5,+0239,5,+0239,5
147,2018-01-04T18:54:00,PGUM ,050,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0244,5,+0239,5,+0239,5
151,2018-01-04T19:26:00,PGUM ,060,5,N,0026,5,02134,5,M,N,016093,5,N,5,+0250,5,+0244,5,+0244,5
152,2018-01-04T19:54:00,PGUM ,070,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0250,5,+0239,5,+0239,5
153,2018-01-04T20:54:00,PGUM ,070,5,N,0036,5,01128,5,M,N,012875,5,N,5,+0250,5,+0244,5,+0244,5
157,2018-01-04T21:29:00,PGUM ,070,5,N,0067,5,00488,5,M,N,006437,5,N,5,+0256,5,+0250,5,+0250,5
159,2018-01-04T21:44:00,PGUM ,070,5,N,0077,5,01311,5,M,N,016093,5,N,5,+0256,5,+0244,5,+0244,5
160,2018-01-04T21:54:00,PGUM ,090,5,N,0057,5,22000,5,C,N,008047,5,N,5,+0256,5,+0244,5,+0244,5
164,2018-01-04T22:45:00,PGUM ,070,5,N,0046,5,01097,5,M,N,016093,5,N,5,+0261,5,+0250,5,+0250,5
165,2018-01-04T22:52:00,PGUM ,060,5,N,0046,5,00823,5,M,N,009656,5,N,5,+0260,5,+0260,5,+0260,5
166,2018-01-04T22:54:00,PGUM ,060,5,N,0046,5,00823,5,M,N,009656,5,N,5,+0261,5,+0256,5,+0256,5
168,2018-01-04T23:19:00,PGUM ,070,5,N,0062,5,01158,5,M,N,014484,5,N,5,+0261,5,+0250,A,+0250,A
171,2018-01-05T00:54:00,PGUM ,060,5,N,0077,5,01463,5,M,N,016093,5,N,5,+0278,5,+0256,5,+0256,5
175,2018-01-05T01:17:00,PGUM ,070,5,N,0098,5,00945,5,M,N,004828,5,N,5,+0267,5,+0256,5,+0256,5
177,2018-01-05T01:24:00,PGUM ,070,5,N,0067,5,01036,5,M,N,003219,5,N,5,+0267,5,+0250,5,+0250,5
179,2018-01-05T01:33:00,PGUM ,070,5,N,0072,5,01189,5,M,N,009656,5,N,5,+0267,5,+0256,5,+0256,5
180,2018-01-05T01:54:00,PGUM ,070,5,N,0088,5,01829,5,M,N,009656,5,N,5,+0278,5,+0256,5,+0256,5
184,2018-01-05T02:45:00,PGUM ,080,5,N,0077,5,01524,5,M,N,014484,5,N,5,+0278,5,+0250,5,+0250,5
185,2018-01-05T02:54:00,PGUM ,080,5,N,0077,5,01676,5,M,N,016093,5,N,5,+0283,5,+0244,5,+0244,5
186,2018-01-05T03:54:00,PGUM ,070,5,N,0072,5,02134,5,M,N,016093,5,N,5,+0283,5,+0244,5,+0244,5
187,2018-01-05T04:54:00,PGUM ,080,5,N,0082,5,22000,5,C,N,016093,5,N,5,+0294,5,+0244,5,+0244,5
188,2018-01-05T05:54:00,PGUM ,080,5,N,0098,5,22000,5,9,N,016093,5,N,5,+0289,5,+0239,5,+0239,5
192,2018-01-05T06:52:00,PGUM ,080,5,N,0057,5,00975,5,M,N,016093,5,N,5,+0270,5,+0260,5,+0260,5
193,2018-01-05T06:54:00,PGUM ,080,5,N,0057,5,01036,5,M,N,016093,5,N,5,+0272,5,+0256,5,+0256,5
197,2018-01-05T07:32:00,PGUM ,080,5,N,0062,5,22000,5,C,N,016093,5,N,5,+0267,5,+0250,5,+0250,5
198,2018-01-05T07:54:00,PGUM ,080,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0261,5,+0244,5,+0244,5
201,2018-01-05T08:54:00,PGUM ,080,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
202,2018-01-05T09:54:00,PGUM ,070,5,N,0062,5,22000,5,C,N,016093,5,N,5,+0267,5,+0244,5,+0244,5
203,2018-01-05T10:54:00,PGUM ,070,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
204,2018-01-05T11:54:00,PGUM ,070,5,N,0051,5,01676,5,M,N,016093,5,N,5,+0272,5,+0239,5,+0239,5
206,2018-01-05T12:54:00,PGUM ,070,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
207,2018-01-05T13:54:00,PGUM ,080,5,N,0046,5,22000,5,C,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
208,2018-01-05T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
209,2018-01-05T14:54:00,PGUM ,070,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0267,5,+0239,5,+0239,5
210,2018-01-05T15:54:00,PGUM ,070,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
211,2018-01-05T16:54:00,PGUM ,070,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
212,2018-01-05T17:54:00,PGUM ,070,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0261,5,+0233,5,+0233,5
214,2018-01-05T18:54:00,PGUM ,060,5,N,0031,5,22000,5,C,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
215,2018-01-05T19:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
216,2018-01-05T20:54:00,PGUM ,060,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
217,2018-01-05T21:54:00,PGUM ,060,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
218,2018-01-05T22:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0278,5,+0233,5,+0233,5
220,2018-01-05T23:29:00,PGUM ,060,5,N,0057,5,00732,5,M,N,016093,5,N,5,+0289,5,+0233,5,+0233,5
222,2018-01-05T23:37:00,PGUM ,080,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0289,5,+0233,A,+0233,A
225,2018-01-06T00:54:00,PGUM ,070,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0294,5,+0228,5,+0228,5
228,2018-01-06T01:54:00,PGUM ,060,5,N,0062,5,01036,5,M,N,016093,5,N,5,+0294,5,+0228,5,+0228,5
229,2018-01-06T02:54:00,PGUM ,060,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0306,5,+0233,5,+0233,5
230,2018-01-06T03:54:00,PGUM ,050,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0306,5,+0222,5,+0222,5
231,2018-01-06T04:54:00,PGUM ,060,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0306,5,+0228,5,+0228,5
232,2018-01-06T05:54:00,PGUM ,020,5,N,0051,5,01158,5,M,N,016093,5,N,5,+0294,5,+0228,5,+0228,5
237,2018-01-06T06:28:00,PGUM ,050,5,N,0057,5,22000,5,C,N,016093,5,N,5,+0289,5,+0228,5,+0228,5
238,2018-01-06T06:54:00,PGUM ,040,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0289,5,+0228,5,+0228,5
239,2018-01-06T07:54:00,PGUM ,050,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0278,5,+0233,5,+0233,5
240,2018-01-06T08:54:00,PGUM ,050,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
241,2018-01-06T09:54:00,PGUM ,040,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0256,5,+0233,5,+0233,5
242,2018-01-06T10:54:00,PGUM ,040,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0256,5,+0228,5,+0228,5
243,2018-01-06T11:54:00,PGUM ,040,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0250,5,+0228,5,+0228,5
245,2018-01-06T12:54:00,PGUM ,030,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0250,5,+0228,5,+0228,5
246,2018-01-06T13:54:00,PGUM ,050,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0250,5,+0222,5,+0222,5
247,2018-01-06T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
248,2018-01-06T14:54:00,PGUM ,030,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0244,5,+0211,5,+0211,5
249,2018-01-06T15:54:00,PGUM ,040,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0244,5,+0211,5,+0211,5
250,2018-01-06T16:54:00,PGUM ,030,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0239,5,+0206,5,+0206,5
251,2018-01-06T17:54:00,PGUM ,020,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0239,5,+0211,5,+0211,5
253,2018-01-06T18:54:00,PGUM ,020,5,N,0021,5,22000,5,9,N,016093,5,N,5,+0233,5,+0211,5,+0211,5
254,2018-01-06T19:54:00,PGUM ,020,5,N,0021,5,22000,5,9,N,016093,5,N,5,+0228,5,+0206,5,+0206,5
255,2018-01-06T20:54:00,PGUM ,070,5,N,0015,5,22000,5,9,N,016093,5,N,5,+0239,5,+0211,5,+0211,5
256,2018-01-06T21:54:00,PGUM ,050,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0261,5,+0222,5,+0222,5
257,2018-01-06T22:54:00,PGUM ,040,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0283,5,+0228,5,+0228,5
258,2018-01-06T23:54:00,PGUM ,060,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0283,5,+0228,5,+0228,5
260,2018-01-07T00:54:00,PGUM ,080,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0294,5,+0217,5,+0217,5
264,2018-01-07T01:29:00,PGUM ,070,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0300,5,+0222,5,+0222,5
265,2018-01-07T01:54:00,PGUM ,050,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0306,5,+0222,5,+0222,5
266,2018-01-07T02:54:00,PGUM ,030,5,N,0072,5,01006,5,M,N,016093,5,N,5,+0294,5,+0222,5,+0222,5
267,2018-01-07T03:54:00,PGUM ,050,5,N,0067,5,01402,5,M,N,016093,5,N,5,+0300,5,+0222,5,+0222,5
268,2018-01-07T04:54:00,PGUM ,040,5,N,0067,5,01280,5,M,N,016093,5,N,5,+0294,5,+0228,5,+0228,5
269,2018-01-07T05:54:00,PGUM ,050,5,N,0072,5,01433,5,M,N,016093,5,N,5,+0289,5,+0228,5,+0228,5
271,2018-01-07T06:54:00,PGUM ,060,5,N,0072,5,22000,5,C,N,016093,5,N,5,+0289,5,+0222,5,+0222,5
272,2018-01-07T07:54:00,PGUM ,050,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0278,5,+0228,5,+0228,5
273,2018-01-07T08:54:00,PGUM ,050,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0267,5,+0228,5,+0228,5
274,2018-01-07T09:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0261,5,+0228,5,+0228,5
275,2018-01-07T10:54:00,PGUM ,050,5,N,0041,5,22000,5,C,N,016093,5,N,5,+0267,5,+0233,5,+0233,5
276,2018-01-07T11:54:00,PGUM ,070,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0267,5,+0228,5,+0228,5
278,2018-01-07T12:54:00,PGUM ,070,5,N,0057,5,22000,5,9,N,016093,5,N,5,+0267,5,+0228,5,+0228,5
279,2018-01-07T13:54:00,PGUM ,070,5,N,0051,5,22000,5,C,N,016093,5,N,5,+0272,5,+0228,5,+0228,5
280,2018-01-07T13:59:00,PGUM ,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,+9999,9
281,2018-01-07T14:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0256,5,+0222,5,+0222,5
282,2018-01-07T15:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0256,5,+0222,5,+0222,5
283,2018-01-07T16:54:00,PGUM ,060,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0250,5,+0222,5,+0222,5
284,2018-01-07T17:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0244,5,+0222,5,+0222,5
286,2018-01-07T18:54:00,PGUM ,060,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0244,5,+0222,5,+0222,5
287,2018-01-07T19:54:00,PGUM ,040,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0244,5,+0222,5,+0222,5
288,2018-01-07T20:54:00,PGUM ,050,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0250,5,+0222,5,+0222,5
289,2018-01-07T21:54:00,PGUM ,050,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0267,5,+0217,5,+0217,5
290,2018-01-07T22:54:00,PGUM ,060,5,N,0077,5,22000,5,9,N,016093,5,N,5,+0283,5,+0217,5,+0217,5
291,2018-01-07T23:54:00,PGUM ,060,5,N,0093,5,22000,5,9,N,016093,5,N,5,+0294,5,+0217,5,+0217,5
293,2018-01-08T00:54:00,PGUM ,060,5,N,0098,5,22000,5,9,N,016093,5,N,5,+0294,5,+0211,5,+0211,5
294,2018-01-08T01:54:00,PGUM ,060,5,N,0082,5,22000,5,C,N,016093,5,N,5,+0300,5,+0217,5,+0217,5
